a_id,role,is_bot,is_control,a_totalhit,a_start,a_last
133959,bot_hp,True,False,33.0,2019-05-20,2023-01-02
134097,bot_hp,True,False,2316.0,2019-05-20,2023-02-12
134101,bot_hp,True,False,7.0,2019-05-20,2022-09-27
134105,bot_hp,True,False,7094.0,2019-05-20,2023-03-05
134120,labeled_pothuman,False,True,183032.0,2019-05-20,2023-03-05
134124,bot_hp,True,False,11.0,2019-05-20,2022-04-27
134251,bot_hp,True,False,3.0,2019-05-20,2021-11-26
134323,ctrl_hpneg,False,True,,2019-05-20,2019-05-20
134347,ctrl_hpneg,False,True,,2019-05-20,2019-05-20
134384,labeled_chrome,False,True,35466.0,2019-05-20,2023-03-05
134398,bot_hp,True,False,2500.0,2019-05-20,2023-03-04
134399,bot_hp,True,False,2053.0,2019-05-20,2023-03-04
134402,bot_hp,True,False,67.0,2019-05-20,2023-02-22
134403,bot_hp,True,False,93.0,2019-05-20,2023-02-24
134547,bot_hp,True,False,121.0,2019-05-20,2020-03-29
134557,bot_hp,True,False,7197.0,2019-05-20,2023-03-05
134562,ctrl_hpneg,False,True,14.0,2019-05-20,2019-05-28
134575,bot_hp,True,False,158.0,2019-05-20,2022-09-13
134587,labeled_pothuman,False,True,19497.0,2019-05-20,2021-11-19
134591,labeled_pothuman,False,True,63472.0,2019-05-20,2023-02-05
134595,bot_hp,True,False,1579.0,2019-05-20,2023-02-15
134596,labeled_pothuman,False,True,13031.0,2019-05-20,2023-03-05
134599,bot_hp,True,False,1499.0,2019-05-20,2023-03-02
134600,labeled_pothuman,False,True,11954.0,2019-05-20,2023-02-24
134602,labeled_pothuman,False,True,9556.0,2019-05-20,2023-03-05
134604,ctrl_hpneg,False,True,1443.0,2019-05-20,2023-02-15
134605,bot_hp,True,False,1409.0,2019-05-20,2023-02-15
134606,bot_hp,True,False,162.0,2019-05-20,2022-04-26
134629,bot_hp,True,False,4343.0,2019-05-20,2021-08-16
134645,labeled_pothuman,False,True,26553.0,2019-05-20,2023-02-15
134660,ctrl_hpneg,False,True,152.0,2019-05-20,2022-04-15
134671,bot_hp,True,False,955.0,2019-05-20,2023-01-11
134693,labeled_pothuman,False,True,79545.0,2019-05-20,2023-02-07
134723,bot_hp,True,False,1069.0,2019-05-20,2022-12-22
134753,bot_hp,True,False,61.0,2019-05-20,2019-08-27
134797,bot_hp,True,False,18.0,2019-05-20,2022-08-19
134815,bot_hp,True,False,522.0,2019-05-20,2023-03-04
134828,bot_hp,True,False,101.0,2019-05-20,2022-08-25
134878,bot_hp,True,False,532.0,2019-05-20,2022-09-16
134879,bot_hp,True,False,477.0,2019-05-20,2022-08-21
134880,bot_hp,True,False,5409.0,2019-05-20,2023-03-02
134881,bot_hp,True,False,479.0,2019-05-20,2022-08-25
134909,bot_hp,True,False,815.0,2019-05-20,2023-03-04
134988,bot_hp,True,False,2086.0,2019-05-20,2023-03-04
134995,bot_hp,True,False,7923.0,2019-05-20,2023-03-05
135028,bot_hp,True,False,268.0,2019-05-20,2022-07-27
135031,bot_hp,True,False,817.0,2019-05-20,2023-03-04
135032,bot_hp,True,False,70.0,2019-05-20,2023-02-11
135033,bot_hp,True,False,91.0,2019-05-20,2023-02-28
135034,bot_hp,True,False,737.0,2019-05-20,2023-03-04
135036,ctrl_hpneg,False,True,2291.0,2019-05-20,2023-03-05
135037,labeled_pothuman,False,True,115228.0,2019-05-20,2023-02-15
135038,labeled_pothuman,False,True,293658.0,2019-05-20,2023-02-05
135048,bot_hp,True,False,522.0,2019-05-20,2023-03-05
135063,bot_hp,True,False,342.0,2019-05-20,2023-02-16
135064,ctrl_hpneg,False,True,150.0,2019-05-20,2023-03-03
135065,bot_hp,True,False,197.0,2019-05-20,2021-10-09
135148,labeled_chrome,False,True,54840.0,2019-05-20,2023-03-05
135169,bot_hp,True,False,4827.0,2019-05-20,2023-03-02
135175,bot_hp,True,False,14.0,2019-05-20,2022-04-17
135192,labeled_pothuman,False,True,25840.0,2019-05-20,2023-03-05
135211,bot_hp,True,False,784.0,2019-05-20,2023-02-28
135212,bot_hp,True,False,859.0,2019-05-20,2023-03-04
135217,ctrl_hpneg,False,True,128368.0,2019-05-20,2023-02-15
135218,bot_hp,True,False,33.0,2019-05-20,2023-02-15
135248,bot_hp,True,False,259.0,2019-05-20,2023-02-08
135249,bot_hp,True,False,585.0,2019-05-20,2023-02-18
135258,bot_hp,True,False,92.0,2019-05-20,2023-02-24
135259,bot_hp,True,False,88.0,2019-05-20,2023-02-13
135263,bot_hp,True,False,793.0,2019-05-20,2023-02-16
135315,ctrl_hpneg,False,True,698.0,2019-05-20,2021-08-13
135349,bot_hp,True,False,96.0,2019-05-21,2020-10-03
135372,bot_hp,True,False,90.0,2019-05-21,2023-02-22
135373,bot_hp,True,False,461.0,2019-05-21,2022-08-29
135374,bot_hp,True,False,500.0,2019-05-21,2022-08-29
135375,bot_hp,True,False,447.0,2019-05-21,2022-08-21
135404,bot_hp,True,False,4199.0,2019-05-21,2023-02-22
135421,ctrl_hpneg,False,True,91.0,2019-05-21,2023-02-15
135430,ctrl_hpneg,False,True,645.0,2019-05-21,2021-04-02
135431,bot_hp,True,False,143.0,2019-05-21,2023-02-28
135435,bot_hp,True,False,65.0,2019-05-21,2023-02-24
135506,ctrl_hpneg,False,True,92.0,2019-05-21,2022-01-07
135532,bot_hp,True,False,463.0,2019-05-21,2023-02-22
135573,bot_hp,True,False,18.0,2019-05-21,2022-04-24
135580,bot_hp,True,False,24.0,2019-05-21,2023-02-27
135671,bot_hp,True,False,105.0,2019-05-21,2023-03-02
135692,bot_hp,True,False,369.0,2019-05-21,2023-03-02
135708,bot_hp,True,False,12.0,2019-05-21,2019-08-30
135725,labeled_chrome,False,True,73211.0,2019-05-21,2023-03-05
135742,bot_hp,True,False,423.0,2019-05-21,2023-03-03
135784,labeled_chrome,False,True,60972.0,2019-05-21,2023-03-01
135808,bot_hp,True,False,226.0,2019-05-21,2023-03-01
135833,bot_hp,True,False,568.0,2019-05-21,2022-09-10
135834,bot_hp,True,False,548.0,2019-05-21,2023-03-01
135837,labeled_pothuman,False,True,30145.0,2019-05-21,2019-11-30
135879,bot_hp,True,False,444.0,2019-05-21,2022-08-22
135886,bot_hp,True,False,5023.0,2019-05-21,2023-03-04
135888,bot_hp,True,False,107.0,2019-05-21,2023-02-27
135889,bot_hp,True,False,582.0,2019-05-21,2023-01-25
135899,bot_hp,True,False,1007.0,2019-05-21,2023-03-02
136058,bot_hp,True,False,484.0,2019-05-21,2022-04-15
136081,bot_hp,True,False,12.0,2019-05-21,2019-07-03
136127,ctrl_hpneg,False,True,131.0,2019-05-21,2022-04-16
136151,labeled_pothuman,False,True,46417.0,2019-05-21,2023-02-27
136153,bot_hp,True,False,4819.0,2019-05-21,2023-02-27
136161,bot_hp,True,False,179.0,2019-05-21,2019-07-13
136203,bot_hp,True,False,12.0,2019-05-21,2020-03-15
136219,bot_hp,True,False,15.0,2019-05-21,2022-01-13
136221,bot_hp,True,False,2968.0,2019-05-21,2023-02-10
136223,bot_hp,True,False,107.0,2019-05-21,2023-02-27
136225,labeled_pothuman,False,True,8366.0,2019-05-21,2023-03-05
136263,bot_hp,True,False,459.0,2019-05-21,2022-09-10
136264,bot_hp,True,False,69.0,2019-05-21,2023-03-02
136267,bot_hp,True,False,24.0,2019-05-21,2022-04-27
136268,labeled_pothuman,False,True,8462.0,2019-05-21,2023-03-04
136269,bot_hp,True,False,2451.0,2019-05-21,2023-03-04
136270,bot_hp,True,False,712.0,2019-05-21,2022-09-18
136272,labeled_pothuman,False,True,15080.0,2019-05-21,2023-03-05
136273,bot_hp,True,False,82.0,2019-05-21,2021-04-12
136317,bot_hp,True,False,47.0,2019-05-21,2022-02-14
136333,bot_hp,True,False,28.0,2019-05-21,2019-08-26
136345,bot_hp,True,False,100.0,2019-05-21,2022-09-28
136354,bot_hp,True,False,296.0,2019-05-21,2023-02-28
136371,bot_hp,True,False,5642.0,2019-05-21,2023-03-05
136372,bot_hp,True,False,1061.0,2019-05-21,2023-03-05
136373,bot_hp,True,False,1636.0,2019-05-21,2023-03-05
136382,bot_hp,True,False,473.0,2019-05-21,2023-03-02
136385,bot_hp,True,False,566.0,2019-05-21,2023-01-22
136386,bot_hp,True,False,572.0,2019-05-21,2022-12-20
136388,bot_hp,True,False,510.0,2019-05-21,2022-10-08
136390,bot_hp,True,False,509.0,2019-05-21,2022-10-05
136473,labeled_pothuman,False,True,9923.0,2019-05-21,2020-02-02
136480,labeled_chrome,False,True,9972547.0,2019-05-21,2023-03-05
136489,bot_hp,True,False,123.0,2019-05-21,2023-03-05
136492,bot_hp,True,False,517.0,2019-05-21,2022-08-29
136513,bot_hp,True,False,103.0,2019-05-21,2023-02-23
136529,bot_hp,True,False,3387.0,2019-05-21,2021-03-25
136594,bot_hp,True,False,1804.0,2019-05-21,2022-08-02
136648,labeled_pothuman,False,True,477252.0,2019-05-21,2023-01-28
136649,bot_hp,True,False,5601.0,2019-05-21,2023-03-05
136650,labeled_pothuman,False,True,21496.0,2019-05-21,2023-02-15
136651,labeled_chrome,False,True,31283.0,2019-05-21,2023-03-05
136652,labeled_chrome,False,True,272649.0,2019-05-21,2023-03-05
136653,labeled_pothuman,False,True,68134.0,2019-05-21,2023-02-15
136655,bot_hp,True,False,455.0,2019-05-21,2022-08-14
136656,bot_hp,True,False,530.0,2019-05-21,2022-08-29
136657,bot_hp,True,False,475.0,2019-05-21,2022-08-20
136689,labeled_chrome,False,True,63786.0,2019-05-21,2023-02-20
136756,bot_hp,True,False,7809.0,2019-05-21,2022-08-05
136789,bot_hp,True,False,83.0,2019-05-21,2023-03-03
136790,bot_hp,True,False,790.0,2019-05-21,2023-02-27
136791,bot_hp,True,False,91.0,2019-05-21,2023-02-11
136792,labeled_pothuman,False,True,71622.0,2019-05-21,2023-02-27
136794,labeled_chrome,False,True,173380.0,2019-05-21,2023-03-05
136795,labeled_pothuman,False,True,10912.0,2019-05-21,2023-03-05
136796,labeled_pothuman,False,True,23097.0,2019-05-21,2023-01-16
136797,labeled_pothuman,False,True,9287.0,2019-05-21,2023-03-05
136798,labeled_pothuman,False,True,14653.0,2019-05-21,2023-03-05
136799,bot_hp,True,False,7220.0,2019-05-21,2023-01-22
136800,labeled_pothuman,False,True,65338.0,2019-05-21,2023-02-15
136801,labeled_pothuman,False,True,14392.0,2019-05-21,2023-02-15
136802,bot_hp,True,False,1039.0,2019-05-21,2023-02-05
136803,bot_hp,True,False,836.0,2019-05-21,2023-03-05
136806,bot_hp,True,False,305.0,2019-05-21,2023-02-05
136807,ctrl_hpneg,False,True,4092.0,2019-05-21,2023-02-15
136808,labeled_pothuman,False,True,32295.0,2019-05-21,2023-02-05
136833,bot_hp,True,False,815.0,2019-05-21,2023-03-03
136835,bot_hp,True,False,443.0,2019-05-21,2023-02-09
136836,bot_hp,True,False,78.0,2019-05-21,2022-07-25
136864,labeled_pothuman,False,True,995918.0,2019-05-21,2023-02-15
136915,bot_hp,True,False,40.0,2019-05-21,2019-06-29
136944,bot_hp,True,False,850.0,2019-05-21,2023-03-02
136949,bot_hp,True,False,14.0,2019-05-21,2022-04-27
136950,labeled_pothuman,False,True,91446.0,2019-05-21,2023-03-05
136951,labeled_pothuman,False,True,10978374.0,2019-05-21,2023-03-01
136952,ctrl_hpneg,False,True,433.0,2019-05-21,2022-07-30
136998,bot_hp,True,False,6422.0,2019-05-21,2023-03-02
137017,ctrl_hpneg,False,True,3.0,2019-05-21,2019-05-23
137061,bot_hp,True,False,3482.0,2019-05-21,2023-03-05
137067,bot_hp,True,False,668.0,2019-05-21,2022-03-31
137175,ctrl_hpneg,False,True,1432.0,2019-05-22,2023-02-09
137210,bot_hp,True,False,14.0,2019-05-22,2022-04-27
137211,bot_hp,True,False,480.0,2019-05-22,2023-01-10
137212,bot_hp,True,False,440.0,2019-05-22,2022-08-29
137220,labeled_pothuman,False,True,630122.0,2019-05-22,2023-02-15
137225,bot_hp,True,False,4697.0,2019-05-22,2022-08-02
137231,bot_hp,True,False,521.0,2019-05-22,2023-02-18
137232,bot_hp,True,False,497.0,2019-05-22,2022-10-05
137233,bot_hp,True,False,482.0,2019-05-22,2023-02-21
137234,bot_hp,True,False,476.0,2019-05-22,2022-10-08
137236,bot_hp,True,False,537.0,2019-05-22,2023-03-04
137237,bot_hp,True,False,495.0,2019-05-22,2022-10-05
137238,bot_hp,True,False,445.0,2019-05-22,2022-10-08
137240,bot_hp,True,False,444.0,2019-05-22,2023-02-17
137241,bot_hp,True,False,434.0,2019-05-22,2023-01-21
137242,bot_hp,True,False,3481.0,2019-05-22,2022-08-02
137252,labeled_chrome,False,True,38186.0,2019-05-22,2023-03-02
137295,bot_hp,True,False,26.0,2019-05-22,2023-02-25
137321,labeled_chrome,False,True,38872.0,2019-05-22,2023-03-05
137344,labeled_pothuman,False,True,24488.0,2019-05-22,2023-01-19
137359,bot_hp,True,False,6.0,2019-05-22,2022-04-26
137370,labeled_chrome,False,True,378438.0,2019-05-22,2023-03-05
137372,bot_hp,True,False,439.0,2019-05-22,2023-03-03
137374,bot_hp,True,False,490.0,2019-05-22,2023-02-15
137375,bot_hp,True,False,841.0,2019-05-22,2023-03-05
137384,bot_hp,True,False,11.0,2019-05-22,2019-08-24
137431,bot_hp,True,False,7404.0,2019-05-22,2023-01-24
137432,labeled_pothuman,False,True,29290.0,2019-05-22,2023-02-15
137433,bot_hp,True,False,6907.0,2019-05-22,2023-03-05
137443,labeled_chrome,False,True,31777.0,2019-05-22,2023-03-05
137447,bot_hp,True,False,5919.0,2019-05-22,2023-03-05
137466,bot_hp,True,False,19.0,2019-05-22,2019-06-06
137477,labeled_pothuman,False,True,16004.0,2019-05-22,2023-02-27
137481,bot_hp,True,False,23.0,2019-05-22,2023-02-24
137487,bot_hp,True,False,2.0,2019-05-22,2021-11-20
137584,bot_hp,True,False,197.0,2019-05-22,2022-09-20
137668,labeled_pothuman,False,True,225340.0,2019-05-22,2023-02-08
137701,bot_hp,True,False,518.0,2019-05-22,2022-08-18
137705,bot_hp,True,False,463.0,2019-05-22,2022-08-29
137726,bot_hp,True,False,81.0,2019-05-22,2023-02-28
137744,labeled_pothuman,False,True,26538.0,2019-05-22,2023-02-27
137745,bot_hp,True,False,455.0,2019-05-22,2023-03-05
137772,bot_hp,True,False,7376.0,2019-05-22,2023-03-05
137773,bot_hp,True,False,2.0,2019-05-22,2020-03-27
137774,bot_hp,True,False,2.0,2019-05-22,2021-07-08
137792,labeled_pothuman,False,True,11313.0,2019-05-22,2023-02-15
137806,labeled_pothuman,False,True,8876.0,2019-05-22,2023-03-05
137810,bot_hp,True,False,64.0,2019-05-22,2023-01-06
137811,labeled_pothuman,False,True,11352.0,2019-05-22,2023-01-19
137812,bot_hp,True,False,99.0,2019-05-22,2021-07-07
137816,ctrl_hpneg,False,True,62.0,2019-05-22,2021-04-29
137819,ctrl_hpneg,False,True,1108.0,2019-05-22,2022-04-27
137831,labeled_pothuman,False,True,138172.0,2019-05-22,2023-03-05
137832,labeled_pothuman,False,True,44594.0,2019-05-22,2023-01-17
138067,bot_hp,True,False,1017.0,2019-05-22,2023-02-11
138073,bot_hp,True,False,6.0,2019-05-22,2020-04-15
138076,bot_hp,True,False,1361.0,2019-05-22,2019-12-31
138141,ctrl_hpneg,False,True,170.0,2019-05-22,2021-04-13
138146,bot_hp,True,False,4.0,2019-05-22,2019-09-04
138208,bot_hp,True,False,252.0,2019-05-22,2023-01-05
138209,bot_hp,True,False,5838.0,2019-05-22,2023-03-05
138210,bot_hp,True,False,372.0,2019-05-22,2023-03-03
138211,labeled_pothuman,False,True,3761275.0,2019-05-22,2023-03-05
138212,bot_hp,True,False,29.0,2019-05-22,2022-06-28
138214,labeled_chrome,False,True,40782.0,2019-05-22,2023-03-05
138215,bot_hp,True,False,2187.0,2019-05-22,2023-03-04
138224,labeled_pothuman,False,True,248105.0,2019-05-22,2023-03-05
138283,labeled_chrome,False,True,68871.0,2019-05-22,2023-03-05
138284,labeled_chrome,False,True,88111.0,2019-05-22,2023-03-05
138291,labeled_chrome,False,True,479703.0,2019-05-22,2023-03-05
138294,labeled_pothuman,False,True,294121.0,2019-05-22,2023-03-01
138298,bot_hp,True,False,27.0,2019-05-22,2022-05-28
138305,labeled_pothuman,False,True,53420.0,2019-05-22,2023-03-04
138317,bot_hp,True,False,115.0,2019-05-22,2023-02-15
138318,labeled_pothuman,False,True,32813.0,2019-05-22,2023-02-15
138319,bot_hp,True,False,13060.0,2019-05-22,2020-04-08
138320,labeled_pothuman,False,True,39657.0,2019-05-22,2023-01-19
138322,bot_hp,True,False,4369.0,2019-05-22,2023-02-05
138330,bot_hp,True,False,533.0,2019-05-22,2023-02-13
138331,bot_hp,True,False,415.0,2019-05-22,2023-02-17
138335,bot_hp,True,False,463.0,2019-05-22,2022-10-04
138354,bot_hp,True,False,3119.0,2019-05-22,2023-02-25
138355,bot_hp,True,False,1590.0,2019-05-22,2023-01-28
138362,bot_hp,True,False,4370.0,2019-05-22,2019-11-24
138391,bot_hp,True,False,20230.0,2019-05-22,2023-02-28
138414,labeled_chrome,False,True,30974.0,2019-05-22,2023-03-05
138491,ctrl_hpneg,False,True,3.0,2019-05-22,2020-06-20
138540,labeled_chrome,False,True,34426.0,2019-05-22,2023-03-05
138541,bot_hp,True,False,3552.0,2019-05-22,2022-10-08
138547,bot_hp,True,False,43.0,2019-05-22,2022-09-26
138548,bot_hp,True,False,548.0,2019-05-22,2023-01-19
138549,bot_hp,True,False,576.0,2019-05-22,2022-09-24
138584,labeled_chrome,False,True,192126.0,2019-05-22,2023-03-05
138593,ctrl_hpneg,False,True,231.0,2019-05-22,2021-10-27
138605,labeled_pothuman,False,True,9718.0,2019-05-22,2020-04-24
138608,bot_hp,True,False,6925.0,2019-05-22,2023-02-15
138609,bot_hp,True,False,5023.0,2019-05-22,2023-01-18
138610,labeled_pothuman,False,True,15728.0,2019-05-22,2023-02-15
138611,bot_hp,True,False,6521.0,2019-05-22,2023-02-15
138612,labeled_pothuman,False,True,21564.0,2019-05-22,2023-03-05
138613,labeled_pothuman,False,True,11007.0,2019-05-22,2023-03-05
138616,bot_hp,True,False,557.0,2019-05-22,2022-08-24
138617,bot_hp,True,False,554.0,2019-05-22,2022-08-24
138655,bot_hp,True,False,77.0,2019-05-22,2023-02-24
138706,bot_hp,True,False,40.0,2019-05-22,2022-12-25
138720,bot_hp,True,False,12.0,2019-05-22,2019-07-03
138723,bot_hp,True,False,1745.0,2019-05-22,2023-02-15
138752,bot_hp,True,False,295.0,2019-05-22,2022-10-01
138753,bot_hp,True,False,433.0,2019-05-22,2022-09-19
138754,bot_hp,True,False,47.0,2019-05-22,2022-09-19
138755,bot_hp,True,False,167.0,2019-05-22,2022-09-18
138756,bot_hp,True,False,184.0,2019-05-22,2023-02-23
138757,bot_hp,True,False,50.0,2019-05-22,2022-09-25
138758,bot_hp,True,False,847.0,2019-05-22,2022-08-20
138764,bot_hp,True,False,81.0,2019-05-22,2023-03-03
138765,bot_hp,True,False,775.0,2019-05-22,2023-03-03
138770,bot_hp,True,False,1714.0,2019-05-22,2023-03-05
138771,bot_hp,True,False,2266.0,2019-05-22,2023-03-05
138772,bot_hp,True,False,147.0,2019-05-22,2023-02-07
138774,labeled_pothuman,False,True,1295241.0,2019-05-22,2023-03-04
138776,labeled_chrome,False,True,39031.0,2019-05-22,2023-03-05
138777,bot_hp,True,False,13325.0,2019-05-22,2023-03-05
138778,labeled_pothuman,False,True,63616.0,2019-05-22,2023-03-05
138779,labeled_pothuman,False,True,10845.0,2019-05-22,2023-03-01
138781,labeled_pothuman,False,True,17915.0,2019-05-22,2023-03-05
138782,bot_hp,True,False,16103.0,2019-05-22,2023-02-15
138784,labeled_pothuman,False,True,23671.0,2019-05-22,2023-03-05
138785,ctrl_hpneg,False,True,18275.0,2019-05-22,2023-03-05
138786,labeled_pothuman,False,True,50565.0,2019-05-22,2023-03-05
138787,bot_hp,True,False,540.0,2019-05-22,2023-03-05
138788,bot_hp,True,False,1147.0,2019-05-22,2023-02-15
138790,labeled_pothuman,False,True,20480.0,2019-05-22,2023-02-25
138793,ctrl_hpneg,False,True,6.0,2019-05-22,2019-05-23
138910,labeled_pothuman,False,True,491981.0,2019-05-22,2022-12-19
138912,bot_hp,True,False,440.0,2019-05-22,2023-02-21
138936,bot_hp,True,False,661.0,2019-05-22,2021-02-16
138952,ctrl_hpneg,False,True,59.0,2019-05-22,2019-05-23
138969,labeled_pothuman,False,True,8579.0,2019-05-22,2022-04-27
138976,bot_hp,True,False,1599.0,2019-05-22,2021-09-03
138981,bot_hp,True,False,63.0,2019-05-22,2022-04-26
138982,bot_hp,True,False,478.0,2019-05-22,2022-08-26
138983,bot_hp,True,False,211.0,2019-05-22,2023-03-01
138984,ctrl_hpneg,False,True,18.0,2019-05-22,2022-09-10
138985,bot_hp,True,False,21.0,2019-05-22,2022-04-17
138987,bot_hp,True,False,18.0,2019-05-22,2022-12-30
139004,bot_hp,True,False,14816.0,2019-05-22,2023-02-28
139027,bot_hp,True,False,524.0,2019-05-22,2023-02-27
139035,bot_hp,True,False,69.0,2019-05-22,2023-01-19
139061,labeled_bot,True,False,58481.0,2019-05-22,2023-03-05
139062,labeled_bot,True,False,54434.0,2019-05-22,2022-01-11
139064,bot_hp,True,False,975.0,2019-05-22,2022-12-22
139070,labeled_pothuman,False,True,22454.0,2019-05-22,2023-03-05
139071,bot_hp,True,False,805.0,2019-05-22,2022-09-24
139077,bot_hp,True,False,231.0,2019-05-22,2022-10-03
139093,labeled_pothuman,False,True,11924.0,2019-05-22,2023-03-05
139108,labeled_chrome,False,True,76817.0,2019-05-22,2023-02-28
139120,bot_hp,True,False,2060.0,2019-05-22,2021-03-25
139186,bot_hp,True,False,319.0,2019-05-22,2022-04-27
139194,bot_hp,True,False,200.0,2019-05-23,2023-01-23
139216,bot_hp,True,False,16.0,2019-05-23,2019-08-14
139266,bot_hp,True,False,490.0,2019-05-23,2022-08-29
139267,bot_hp,True,False,477.0,2019-05-23,2022-08-26
139268,bot_hp,True,False,470.0,2019-05-23,2022-08-29
139269,bot_hp,True,False,531.0,2019-05-23,2023-02-18
139270,bot_hp,True,False,580.0,2019-05-23,2022-08-29
139278,bot_hp,True,False,9625.0,2019-05-23,2023-03-05
139285,bot_hp,True,False,823.0,2019-05-23,2023-03-05
139286,bot_hp,True,False,471.0,2019-05-23,2023-02-17
139287,bot_hp,True,False,469.0,2019-05-23,2023-02-18
139288,bot_hp,True,False,517.0,2019-05-23,2023-02-23
139291,bot_hp,True,False,479.0,2019-05-23,2023-02-21
139292,bot_hp,True,False,498.0,2019-05-23,2022-10-08
139337,labeled_pothuman,False,True,13656.0,2019-05-23,2023-03-05
139353,labeled_pothuman,False,True,38289.0,2019-05-23,2023-03-05
139379,bot_hp,True,False,326.0,2019-05-23,2022-09-25
139386,ctrl_hpneg,False,True,568.0,2019-05-23,2022-09-22
139387,bot_hp,True,False,29.0,2019-05-23,2023-01-03
139389,bot_hp,True,False,38.0,2019-05-23,2020-09-07
139415,bot_hp,True,False,1696.0,2019-05-23,2023-01-18
139419,bot_hp,True,False,7124.0,2019-05-23,2023-03-05
139449,labeled_chrome,False,True,120444.0,2019-05-23,2023-03-02
139461,ctrl_hpneg,False,True,112.0,2019-05-23,2022-08-18
139472,bot_hp,True,False,4758.0,2019-05-23,2023-03-05
139488,bot_hp,True,False,455.0,2019-05-23,2020-10-07
139558,labeled_pothuman,False,True,8561.0,2019-05-23,2023-02-08
139559,labeled_pothuman,False,True,20331.0,2019-05-23,2023-02-23
139560,bot_hp,True,False,7895.0,2019-05-23,2023-01-16
139561,bot_hp,True,False,13679.0,2019-05-23,2023-03-05
139562,labeled_pothuman,False,True,13053.0,2019-05-23,2023-03-05
139564,labeled_pothuman,False,True,37337.0,2019-05-23,2023-02-09
139565,labeled_chrome,False,True,840766.0,2019-05-23,2023-03-05
139568,labeled_pothuman,False,True,23045.0,2019-05-23,2023-02-17
139570,labeled_pothuman,False,True,15248.0,2019-05-23,2023-02-15
139574,bot_hp,True,False,2790.0,2019-05-23,2021-03-25
139582,bot_hp,True,False,4832.0,2019-05-23,2023-03-02
139593,labeled_pothuman,False,True,33726.0,2019-05-23,2023-03-01
139692,labeled_pothuman,False,True,20752.0,2019-05-23,2023-03-05
139728,bot_hp,True,False,1433.0,2019-05-23,2023-02-15
139742,bot_hp,True,False,154.0,2019-05-23,2023-03-01
139749,bot_hp,True,False,160.0,2019-05-23,2023-03-02
139810,bot_hp,True,False,696.0,2019-05-23,2023-03-01
139811,bot_hp,True,False,432.0,2019-05-23,2022-08-23
139828,bot_hp,True,False,513.0,2019-05-23,2022-09-19
139856,labeled_pothuman,False,True,9603.0,2019-05-23,2023-01-19
139871,labeled_pothuman,False,True,243172.0,2019-05-23,2023-03-05
139884,bot_hp,True,False,14201.0,2019-05-23,2023-03-01
139893,labeled_pothuman,False,True,9300.0,2019-05-23,2023-02-15
139907,ctrl_hpneg,False,True,2.0,2019-05-23,2019-07-08
139913,bot_hp,True,False,421.0,2019-05-23,2023-02-28
139939,bot_hp,True,False,1022.0,2019-05-23,2022-07-31
139946,labeled_pothuman,False,True,40213.0,2019-05-23,2023-02-15
140082,bot_hp,True,False,2037.0,2019-05-23,2023-03-05
140085,bot_hp,True,False,3227.0,2019-05-23,2023-02-15
140108,bot_hp,True,False,239.0,2019-05-23,2021-06-05
140138,labeled_chrome,False,True,49054.0,2019-05-23,2022-09-24
140324,bot_hp,True,False,334.0,2019-05-23,2021-07-15
140341,labeled_pothuman,False,True,15104.0,2019-05-23,2023-02-15
140366,bot_hp,True,False,135.0,2019-05-23,2021-11-14
140375,bot_hp,True,False,1121.0,2019-05-23,2023-03-05
140376,bot_hp,True,False,529.0,2019-05-23,2023-03-05
140386,bot_hp,True,False,2054.0,2019-05-23,2023-03-04
140387,bot_hp,True,False,483.0,2019-05-23,2023-03-05
140388,bot_hp,True,False,1034.0,2019-05-23,2023-03-05
140389,bot_hp,True,False,14538.0,2019-05-23,2023-03-04
140393,bot_hp,True,False,1687.0,2019-05-23,2023-03-05
140394,bot_hp,True,False,351.0,2019-05-23,2023-03-05
140395,labeled_pothuman,False,True,88498.0,2019-05-23,2023-03-03
140402,bot_hp,True,False,3875.0,2019-05-23,2021-08-19
140417,bot_hp,True,False,3427.0,2019-05-23,2023-01-27
140425,bot_hp,True,False,1463.0,2019-05-23,2022-08-14
140426,bot_hp,True,False,1760.0,2019-05-23,2023-03-05
140429,bot_hp,True,False,2242.0,2019-05-23,2023-03-05
140430,bot_hp,True,False,26.0,2019-05-23,2023-02-19
140449,bot_hp,True,False,531.0,2019-05-23,2023-03-05
140450,bot_hp,True,False,194.0,2019-05-23,2023-03-05
140451,bot_hp,True,False,556.0,2019-05-23,2023-03-05
140452,ctrl_hpneg,False,True,1764.0,2019-05-23,2023-03-05
140454,ctrl_hpneg,False,True,20115.0,2019-05-23,2023-03-05
140469,bot_hp,True,False,1141.0,2019-05-23,2023-03-05
140470,ctrl_hpneg,False,True,1048.0,2019-05-23,2023-03-05
140490,bot_hp,True,False,802.0,2019-05-23,2023-03-02
140505,bot_hp,True,False,648.0,2019-05-23,2021-03-25
140509,bot_hp,True,False,927.0,2019-05-23,2021-09-23
140562,bot_hp,True,False,2124.0,2019-05-23,2023-01-25
140573,bot_hp,True,False,1035.0,2019-05-23,2023-03-05
140574,bot_hp,True,False,1169.0,2019-05-23,2023-03-05
140578,ctrl_hpneg,False,True,1073.0,2019-05-23,2023-03-05
140579,ctrl_hpneg,False,True,1041.0,2019-05-23,2023-03-05
140581,bot_hp,True,False,1819.0,2019-05-23,2023-03-05
140582,ctrl_hpneg,False,True,6200.0,2019-05-23,2023-02-27
