a_id,group,density,active_responder,active_post_lag,active_pre_lag,active_post_ccf,calendar_responder,calendar_post_lag,calendar_pre_lag,calendar_post_ccf
935065722,verified,0.7372793354101765,False,3.0,-9.0,-0.04410870465316275,True,7.0,-2.0,0.06715122330764779
939605614,verified,0.762993762993763,False,1.0,-3.0,0.26112637977406317,True,1.0,-5.0,0.2703532489102049
939834965,verified,0.3891779396462019,False,13.0,-6.0,0.05703183535431667,False,14.0,-6.0,0.06893311230488033
939899657,verified,0.5755995828988529,True,4.0,-11.0,0.19900891516154195,True,11.0,-5.0,0.17682388981798866
1234087176,verified,0.7694013303769401,True,4.0,-2.0,0.13886455486694815,True,4.0,-2.0,0.14770739100226118
1288480506,verified,0.7869955156950673,False,1.0,-9.0,0.12466861879595208,False,1.0,-1.0,0.1520935536397258
1292733028,verified,0.7811447811447811,True,10.0,-10.0,0.15302712298306964,True,10.0,-10.0,0.12349917520257475
1392108685,verified,0.8734015345268542,True,12.0,-11.0,0.12696903819268493,True,12.0,-11.0,0.14814031963436136
1392108840,verified,0.8695652173913043,False,11.0,-10.0,-0.0319985605867284,False,13.0,-14.0,-0.022190376087613043
1392108946,verified,0.7141025641025641,True,11.0,-12.0,0.2275449867590876,True,13.0,-14.0,0.22645107458507108
1392110550,verified,0.2952755905511811,True,14.0,-6.0,0.20815258823740945,True,13.0,-5.0,0.23757845122329935
1392111250,verified,0.8734015345268542,False,1.0,-7.0,0.06372312695319493,True,1.0,-3.0,0.08163897058593783
1392115226,verified,0.829923273657289,False,14.0,-5.0,-0.036049662379120544,False,5.0,-1.0,0.027250946012958303
1392116822,verified,0.8734015345268542,False,7.0,-2.0,0.2664683018635591,False,7.0,-2.0,0.27611839927370707
1392123240,verified,0.8102564102564103,True,1.0,-1.0,0.10327415551847577,True,1.0,-1.0,0.10798265043889065
1392138525,verified,0.8128205128205128,False,12.0,-14.0,0.06983217331858138,True,3.0,-10.0,0.03786018821214127
1392141981,verified,0.6546854942233633,True,5.0,-13.0,0.04682439672564818,True,5.0,-13.0,0.05564655686491142
1392169660,verified,0.7076923076923077,True,9.0,-3.0,0.23701012193772603,False,1.0,-7.0,0.12739754205528855
1394365269,verified,0.8734015345268542,False,8.0,-5.0,0.09316129762301184,True,8.0,-6.0,0.09647928269524648
1394373887,verified,0.7480818414322251,True,3.0,-7.0,0.21446694808001748,True,5.0,-13.0,0.22143795967625698
1396292015,verified,0.8721227621483376,False,12.0,-5.0,0.07463230119877955,False,12.0,-5.0,0.08735387159959065
1397145929,verified,0.5435630689206762,False,14.0,-3.0,0.03944485771969697,False,14.0,-3.0,0.05211834408381618
1411192451,verified,0.37032258064516127,True,11.0,-8.0,0.12008363268712205,True,11.0,-12.0,0.14101962060424258
1417253430,verified,0.800771208226221,True,5.0,-4.0,0.25099662629838526,True,7.0,-8.0,0.24898549836427497
1419043042,verified,0.8033419023136247,True,7.0,-5.0,0.03186156208095237,True,5.0,-7.0,-0.060456005492776146
1451434617,verified,0.6774193548387096,False,8.0,-2.0,-0.015889963683723134,False,7.0,-2.0,0.016323778134400682
1521144100,verified,0.8346354166666666,True,1.0,-5.0,0.6588496339237074,True,1.0,-5.0,0.6591657852921974
1587928377,verified,0.7321899736147758,True,9.0,-3.0,0.02100797605658776,True,13.0,-7.0,0.02483564043359913
1592771804,verified,0.8603425559947299,True,11.0,-1.0,-0.026958787164563392,True,11.0,-1.0,-0.02302935531383387
1593365570,verified,0.7301587301587301,False,1.0,-7.0,-0.039018831578978216,False,4.0,-7.0,0.036455176903995086
1722770762,verified,0.44952893674293404,True,5.0,-11.0,0.16441235485654934,True,5.0,-11.0,0.1714697630227236
1771000163,verified,0.7698863636363636,True,9.0,-1.0,0.23255431361055098,False,3.0,-2.0,0.11936385405463447
1796419999,verified,0.726530612244898,True,12.0,-5.0,-0.02799195151438172,True,12.0,-5.0,-0.019583261285097787
1868410263,verified,0.6352288488210819,True,10.0,-13.0,-0.07984701169612378,True,12.0,-13.0,0.07547830913984589
1871183427,verified,0.22580645161290322,True,9.0,-1.0,0.5426841639153279,True,9.0,-1.0,0.5500128458449025
1937099979,verified,0.20446096654275092,True,12.0,-2.0,0.4334309409865454,False,3.0,-12.0,0.03057717726669251
2004429834,verified,0.8656294200848657,False,3.0,-3.0,0.16455858400300735,False,3.0,-3.0,0.1866986173875677
2004478653,verified,0.31631205673758866,False,5.0,-13.0,0.02836184042198645,False,9.0,-13.0,0.015798019122535343
2004478956,verified,0.5623229461756374,True,9.0,-9.0,0.05667494239796915,True,10.0,-7.0,0.0754456184920241
2004731645,verified,0.49199417758369723,False,12.0,-8.0,0.023870168234975186,True,9.0,-7.0,0.0353033153139046
2004780153,verified,0.6355810616929699,False,11.0,-14.0,-0.11348255708679182,False,11.0,-14.0,-0.0617376432414013
