a_id,t_death,pre_vol,tail_vol,drop_ratio
54052,2019-04-23,13.8,3.811819595645412,0.276218811278653
49913,2019-04-24,114.4,6.515580736543909,0.05695437706769151
50823,2019-04-24,31.4,5.897435897435898,0.18781642985464644
54055,2019-04-24,18.0,7.670263788968825,0.4261257660538236
48701,2019-05-13,254.8,14.450413223140496,0.05671276775172879
62930,2019-05-14,150.6,23.4,0.1553784860557769
64417,2019-05-18,503.4,10.03770197486535,0.019939813219835817
85384,2019-05-27,2016.0,58.87315634218289,0.02920295453481294
126990,2019-05-29,325.6,10.71480144404332,0.03290786684288489
140960,2019-06-05,67.4,4.290909090909091,0.06366333962773131
140402,2019-06-07,290.8,1.378217821782178,0.004739401037765399
176237,2019-06-19,83.2,11.24,0.13509615384615384
72060,2019-06-29,2528.0,62.800399201596804,0.024841930063922785
111768,2019-07-01,72.6,6.905811623246493,0.09512137222102608
186910,2019-07-13,81.4,4.0251572327044025,0.04944910605287963
186124,2019-07-16,358.0,26.52093023255814,0.07408081070546967
77767,2019-07-19,30.4,6.157262905162065,0.20254154293296267
188638,2019-07-20,172.0,5.48559670781893,0.03189300411522634
188294,2019-07-21,64.0,7.9375,0.1240234375
48580,2019-08-12,35.0,6.359243697478991,0.1816926770708283
88628,2019-08-22,47.8,5.093596059113301,0.10656058701073852
243125,2019-08-29,180.2,8.855263157894736,0.04914130498276768
277674,2019-09-20,351.0,16.073921971252567,0.04579464949074805
242943,2019-09-22,20.4,3.8509433962264152,0.18877173510913803
310082,2019-09-23,81.0,3.4642857142857144,0.04276895943562611
277561,2019-09-24,668.0,17.035555555555554,0.02550232867598137
208911,2019-09-27,205.2,9.771825396825397,0.04762098146601071
136756,2019-10-02,40.0,17.30751708428246,0.4326879271070615
315750,2019-10-13,126.0,19.568181818181817,0.1553030303030303
314966,2019-10-15,594.8,17.301470588235293,0.029087879267376084
296802,2019-10-16,149.8,5.138014527845036,0.0342991624021698
55130,2019-10-18,188.2,13.0,0.06907545164718384
314685,2019-10-19,107.8,17.55140186915888,0.16281448858217887
340811,2019-10-21,1750.6,51.75735294117647,0.029565493511468338
76377,2019-10-23,35.8,13.185495118549511,0.3683099195125562
361228,2019-10-25,434.2,17.88798701298701,0.04119757488020961
360994,2019-10-29,822.0,14.377586206896552,0.017490980786978774
399888,2019-10-31,432.2,5.783050847457627,0.013380497101938055
351299,2019-10-31,115.8,3.028225806451613,0.026150481920998385
396205,2019-11-04,138.0,6.21830985915493,0.0450602163706879
398182,2019-11-11,54.0,5.516539440203562,0.10215813778154745
432681,2019-11-19,280.2,7.365771812080537,0.026287551078088996
431995,2019-11-22,166.6,6.153846153846154,0.03693785206390249
432002,2019-11-23,719.0,17.546134663341647,0.02440352526194944
432596,2019-11-23,159.6,9.639344262295081,0.060396893874029335
447548,2019-12-05,423.8,2.0986666666666665,0.0049520213937391845
42449,2019-12-08,35.8,6.96457765667575,0.19454127532613827
445172,2019-12-11,224.4,22.37763157894737,0.09972206585983676
445726,2019-12-12,248.8,6.717948717948718,0.027001401599472338
445420,2019-12-20,201.0,21.178571428571427,0.10536602700781804
445117,2019-12-25,148.2,13.20997375328084,0.08913612519082889
184498,2020-01-05,15.2,6.782258064516129,0.4462011884550085
540705,2020-01-10,128.0,5.788135593220339,0.0452198093220339
399775,2020-01-13,28.2,3.303834808259587,0.11715726270424068
498460,2020-01-14,90.0,26.314763231197773,0.2923862581244197
65025000,2020-01-17,50.8,6.131578947368421,0.12070037297969334
3182542,2020-01-21,47.0,2.2159763313609466,0.0471484325821478
63450414,2020-01-23,122.8,3.2505494505494505,0.02647027239861116
63314848,2020-01-23,219.2,7.481894150417827,0.0341327287884025
85069593,2020-01-28,70.0,2.193548387096774,0.03133640552995391
131174826,2020-02-06,741.4,16.394029850746268,0.022112260386763245
54610,2020-02-07,24.0,3.4236453201970445,0.14265188834154352
46942,2020-02-11,20.0,2.027027027027027,0.10135135135135136
46809,2020-02-13,22.8,1.864516129032258,0.08177702320316921
103477,2020-02-16,162.2,36.446969696969695,0.22470388222546053
189592917,2020-02-16,1409.0,14.327067669172932,0.010168252426666382
224287934,2020-02-18,332.0,2.6601941747572817,0.008012633056497836
231944035,2020-02-21,266.8,4.689230769230769,0.017575827470879945
195677379,2020-02-21,46.6,8.692307692307692,0.18653020798943543
131009,2020-02-25,27.6,2.1269035532994924,0.07706172294563378
258713743,2020-02-26,615.4,13.529069767441861,0.02198418876737384
476511,2020-02-26,9.2,1.7966666666666666,0.19528985507246377
133090,2020-03-01,181.8,17.114285714285714,0.09413798522709413
295182630,2020-03-07,187.8,8.017817371937639,0.042693383237154624
455807,2020-03-09,26.4,4.894915254237288,0.1854134565998973
194910861,2020-03-15,9436.6,216.20143884892087,0.022910946617311412
330429810,2020-03-15,499.4,18.587176602924636,0.03721901602507937
242555,2020-03-16,1609.2,357.3682310469314,0.22207819478432225
154368,2020-03-17,217.6,64.17857142857143,0.29493828781512604
329743550,2020-03-18,638.8,10.773393461104847,0.016865049250320677
249749,2020-03-18,5.6,1.5,0.26785714285714285
329762542,2020-03-20,305.8,9.041742286751361,0.029567502572764425
199603,2020-03-25,7.2,1.5789473684210527,0.21929824561403508
373939189,2020-03-26,812.4,7.070847851335656,0.008703653189728775
308949,2020-04-03,11.0,2.5135135135135136,0.2285012285012285
287526687,2020-04-05,221.4,27.564102564102566,0.12449910823894564
469169368,2020-04-21,276.8,5.864077669902913,0.02118525169762613
468416344,2020-04-21,1009.0,25.52442996742671,0.02529675913520982
307952132,2020-04-22,50.8,2.256198347107438,0.0444133532895165
521461895,2020-04-23,173.6,21.454545454545453,0.12358609132802681
225767842,2020-04-26,29.0,6.137651821862348,0.21164316627111546
473618750,2020-04-28,69.8,6.118598382749326,0.08765900261818518
545768427,2020-04-30,1092.0,18.971014492753625,0.017372723894463028
43670,2020-05-01,724.2,27.276119402985074,0.03766379370751874
522171356,2020-05-01,15.0,2.0625,0.1375
554149874,2020-05-01,212.0,2.6586345381526106,0.01254072895355005
493993822,2020-05-02,248.0,7.7366255144032925,0.03119607062259392
88100,2020-05-06,13.4,1.72,0.12835820895522387
552849318,2020-05-07,87.4,9.862068965517242,0.11283831768326363
468410363,2020-05-07,43.4,7.494011976047904,0.17267308700571207
549889925,2020-05-07,63.0,17.5,0.2777777777777778
496434177,2020-05-07,167.4,27.29237288135593,0.16303687503796851
187717190,2020-05-09,96.2,18.3,0.19022869022869024
490832481,2020-05-11,130.4,2.8169642857142856,0.021602486853637158
566865170,2020-05-12,29.2,8.031531531531531,0.27505244970998394
579581857,2020-05-16,603.0,2.92274678111588,0.004847009587256849
44078,2020-05-16,28.0,3.053030303030303,0.10903679653679654
604828572,2020-05-17,103.4,43.16252390057361,0.41743253288755905
437868,2020-05-19,290.4,114.27906976744185,0.3935229675187392
639248915,2020-05-21,937.4,14.368663594470046,0.015328209509782427
605267010,2020-06-02,278.2,59.662379421221864,0.21445858886132949
608250277,2020-06-04,17.2,5.981308411214953,0.3477504890241252
671377379,2020-06-05,206.0,50.5959595959596,0.24561145434931844
519228954,2020-06-05,46.8,4.178217821782178,0.08927815858508929
664928351,2020-06-06,340.4,20.639024390243904,0.060631681522455655
738327263,2020-06-13,879.0,30.261904761904763,0.0344276504686061
738313503,2020-06-15,1403.4,43.70388349514563,0.031141430451151225
743477950,2020-06-18,661.0,15.927601809954751,0.024096220589946673
742566248,2020-06-19,27.6,6.473684210526316,0.2345537757437071
736059360,2020-06-19,752.8,13.49780701754386,0.017930136845834034
739567923,2020-06-22,33.2,5.363636363636363,0.1615553121577218
798508092,2020-06-24,819.8,14.207446808510639,0.017330381566858552
808646832,2020-06-25,753.8,17.417355371900825,0.02310606974250574
458621583,2020-06-26,82.0,12.084362139917696,0.1473702699989963
798516577,2020-06-26,753.4,11.924242424242424,0.01582723974547707
