agent_id,label,n_active,evasion_index__trend_dir,evasion_index__tau,evasion_index__cp_sig,evasion_index__cp_frac,evasion_index__cp_effect,ip_ent__trend_dir,ip_ent__tau,ip_ent__cp_sig,ip_ent__cp_frac,ip_ent__cp_effect,dom_ent__trend_dir,dom_ent__tau,dom_ent__cp_sig,dom_ent__cp_frac,dom_ent__cp_effect,ctry_ent__trend_dir,ctry_ent__tau,ctry_ent__cp_sig,ctry_ent__cp_frac,ctry_ent__cp_effect,url_ent__trend_dir,url_ent__tau,url_ent__cp_sig,url_ent__cp_frac,url_ent__cp_effect,resistance__trend_dir,resistance__tau,resistance__cp_sig,resistance__cp_frac,resistance__cp_effect,compliance__trend_dir,compliance__tau,compliance__cp_sig,compliance__cp_frac,compliance__cp_effect,p404__trend_dir,p404__tau,p404__cp_sig,p404__cp_frac,p404__cp_effect,img__trend_dir,img__tau,img__cp_sig,img__cp_frac,img__cp_effect,html__trend_dir,html__tau,html__cp_sig,html__cp_frac,html__cp_effect,js__trend_dir,js__tau,js__cp_sig,js__cp_frac,js__cp_effect,php__trend_dir,php__tau,php__cp_sig,php__cp_frac,php__cp_effect,folder__trend_dir,folder__tau,folder__cp_sig,folder__cp_frac,folder__cp_effect
122220535,bot,304,0,-0.05162134991511946,1,0.3815789473684211,0.007340015370494008,0,-0.0411172805465067,1,0.3815789473684211,0.007144939614985325,0,-0.04395621821369934,1,0.3815789473684211,0.007303706109666176,-1,-0.3001858747681795,1,0.3815789473684211,0.007571400386830519,0,-0.04795581750836995,1,0.3815789473684211,0.037340971203228324,-1,-0.3886734148109481,1,0.5032894736842105,0.02346437518936929,-1,-0.4778569696727951,1,0.5032894736842105,0.02936015274899364,-1,-0.442617531059267,1,0.4309210526315789,0.008330881273397168,0,0.0,0,,,-1,-0.38039958255466844,1,0.4309210526315789,0.004936995543529101,0,0.0,0,,,-1,-0.4680050735684971,1,0.5032894736842105,0.028440708258234852,-1,-0.5648888274743471,1,0.5032894736842105,0.14393901129939835
1232361541,bot,73,1,0.42494553917311234,1,0.1506849315068493,0.8440186289657868,1,0.42494553917311234,1,0.1506849315068493,0.8497912094809383,1,0.42494553917311234,1,0.1506849315068493,0.8497912094809383,1,0.4180358556093219,1,0.1506849315068493,0.8324734679354838,1,0.41846438155573484,1,0.1506849315068493,0.4478533607038123,-1,-0.40997950153737184,0,0.1506849315068493,0.10621009677419353,0,0.0,0,,,-1,-0.32956295414441045,0,0.1506849315068493,0.020429321700879764,0,0.0,0,,,-1,-0.22674311102818487,0,0.0273972602739726,0.0003732417042253521,0,0.0,0,,,-1,-0.2713273391123723,0,0.0410958904109589,0.037032457619047617,-1,-0.46481700627777484,1,0.136986301369863,0.3548241523809524
1237807579,bot,72,1,0.7231174195551423,1,0.5694444444444444,0.2553582030264885,1,0.7469917752114871,1,0.5694444444444444,0.5725660064594807,1,0.39514246024208827,1,0.1111111111111111,0.4660616746875,1,0.39514246024208827,1,0.1111111111111111,0.46600782593749995,1,0.37620772117625395,1,0.1111111111111111,0.833138484375,-1,-0.22487635200025405,0,0.027777777777777776,0.16038924285714284,0,0.0,0,,,-1,-0.2282078535113689,0,0.027777777777777776,0.007598471428571428,0,0.0,0,,,-1,-0.2282078535113689,0,0.027777777777777776,0.0008816021,0,0.0,0,,,-1,-0.2839051449099798,0,0.027777777777777776,0.2809661485714286,-1,-0.44574145646258845,1,0.1111111111111111,0.84877796875
1243255859,bot,71,1,0.7490271862437692,1,0.5633802816901409,0.1396268906983871,1,0.7472553892331394,1,0.5633802816901409,0.3587056955064517,1,0.8163554726477035,1,0.5633802816901409,0.05689863099032258,1,0.6909282971971892,1,0.4084507042253521,0.004544560668308705,1,0.6937932383051251,1,0.4084507042253521,0.0668063070607553,-1,-0.6193538662305669,1,0.3380281690140845,0.10450960372340429,0,0.0,0,,,0,0.05830337320997621,1,0.19718309859154928,0.017485467919799498,0,0.0,0,,,1,0.7847060558260732,1,0.4084507042253521,0.12562915057471252,0,0.0,0,,,0,-0.15005950154043057,1,0.19718309859154928,0.026248262406015008,0,0.0,0,,
1248835248,bot,70,1,0.39501036757563723,1,0.12857142857142856,0.7903099082082574,1,0.39501036757563723,1,0.12857142857142856,0.7903379352823314,1,0.39501036757563723,1,0.12857142857142856,0.7903379352823314,1,0.39501036757563723,1,0.12857142857142856,0.7902538540601092,1,0.35702683954664977,1,0.12857142857142856,0.5188064189435337,-1,-0.4051951269341297,0,0.11428571428571428,0.24846336693548388,0,0.0,0,,,-1,-0.36132864290463756,0,0.07142857142857142,0.008720756461538462,0,0.0,0,,,-1,-0.3479872776281586,0,0.07142857142857142,0.1571544,0,0.0,0,,,-1,-0.40035710020795084,0,0.07142857142857142,0.1766806676923077,0,0.0,0,,
1254351146,bot,70,1,0.6103521242097248,1,0.5428571428571428,0.06850347122039474,1,0.6158384354385763,1,0.5428571428571428,0.14379091530592106,1,0.588406879294319,1,0.5428571428571428,0.038114019368421063,1,0.451260539960046,1,0.38571428571428573,0.012574336048234285,0,-0.10725469569696602,0,0.3142857142857143,0.016713441287878827,0,0.0984742552715499,1,0.15714285714285714,0.18271679815100147,0,0.0,0,,,1,0.18963800664406052,1,0.15714285714285714,0.05542711721109398,0,0.0,0,,,1,0.26771141759753014,1,0.15714285714285714,0.29507726548536206,0,0.0,0,,,0,-0.12664300833885683,1,0.15714285714285714,0.08752045916795068,0,0.0,0,,
1270329611,bot,66,1,0.7688449988943717,1,0.5303030303030303,0.5030783258224268,1,0.7814140410736364,1,0.5303030303030303,0.6636720471410138,1,0.7814140410736364,1,0.5303030303030303,0.6636720471410138,1,0.605433910183942,1,0.2878787878787879,0.33228063815453523,1,0.4180537561987553,1,0.18181818181818182,0.38552089814814816,-1,-0.3668314950564438,0,0.16666666666666666,0.1013816727272727,0,0.0,0,,,-1,-0.327252787756479,0,0.16666666666666666,0.026922344545454543,0,0.0,0,,,-1,-0.23382805007342125,0,0.030303030303030304,0.000194878671875,0,0.0,0,,,-1,-0.36131627495789687,0,0.15151515151515152,0.032525700000000005,1,0.3870996344965144,1,0.2878787878787879,0.21021395677491606
1275770934,bot,65,1,0.7840653793964686,1,0.5230769230769231,0.1097068474674257,1,0.7851846732999611,1,0.5230769230769231,0.23171204591840605,1,0.7807116305724181,1,0.5230769230769231,0.0853102104345351,1,0.6061478638034801,1,0.35384615384615387,0.018433031233954456,1,0.620760680813325,1,0.2923076923076923,0.2575949908466818,-1,-0.23542460062672804,0,0.03076923076923077,0.1735783253968254,0,0.0,0,,,-1,-0.23542460062672804,0,0.03076923076923077,0.004157539682539683,0,0.0,0,,,-1,-0.23931591633956653,0,0.03076923076923077,0.0007804284603174604,0,0.0,0,,,-1,-0.3014388571756877,0,0.03076923076923077,0.5247844714285714,-1,-0.6662425881688295,1,0.35384615384615387,0.2426340887163561
1279461476,bot,72,0,0.03843147893388362,1,0.4305555555555556,0.017367747481484397,0,0.08276159472782575,1,0.4305555555555556,0.01972805405790716,0,0.10001993675637708,1,0.4305555555555556,0.020091569911565695,0,-0.1019610665592831,1,0.2222222222222222,0.006175595517857147,-1,-0.17019654956434174,1,0.5277777777777778,0.09303176330650154,-1,-0.6416816768081908,1,0.3611111111111111,0.16714008930685598,-1,-0.27417229722630426,1,0.5277777777777778,0.01579058476315789,1,0.42342995795400357,1,0.8472222222222222,0.20226796054545454,0,0.0,0,,,-1,-0.22638269993747925,1,0.5138888888888888,0.13045574045173747,0,0.0,0,,,1,0.2172110686108835,1,0.25,0.16067394112962965,0,0.0,0,,
1281632078,bot,64,1,0.5388117798156737,1,0.515625,0.15849445215738028,1,0.7850587303299098,1,0.515625,0.3277628539931574,1,0.7850587303299098,1,0.515625,0.16916040238025415,-1,-0.2645088619120473,1,0.265625,0.037695481931163954,-1,-0.4277215047392292,1,0.34375,0.07838672294372317,-1,-0.23705367418465473,0,0.03125,0.1695876612903226,0,0.0,0,,,-1,-0.23705367418465473,0,0.03125,0.004211584838709678,0,0.0,0,,,-1,-0.2410377695491027,0,0.03125,0.00019540279032258064,0,0.0,0,,,-1,-0.3004803573066879,0,0.03125,0.10748175161290323,-1,-0.6427632649516671,1,0.34375,0.1335446255411257
1287042277,bot,63,1,0.6569268327069789,1,0.5079365079365079,0.25183832541834683,1,0.6958220551117698,1,0.5079365079365079,0.5372773977510081,1,0.6842483705285589,1,0.5079365079365079,0.22007249452520156,0,0.18594749138573236,0,0.07936507936507936,0.025289244541379305,1,0.3128817070622203,0,0.07936507936507936,0.6497179379310344,-1,-0.39161788983025997,0,0.07936507936507936,0.3650693689655173,0,0.0,0,,,-1,-0.36318930144025746,0,0.07936507936507936,0.010850122413793104,0,0.0,0,,,1,0.4227557037005559,0,0.07936507936507936,0.7108731241379309,0,0.0,0,,,-1,-0.4155700543458722,0,0.07936507936507936,0.10467864344827586,0,0.0,0,,
1288383342,bot,161,0,0.06051191201290327,1,0.5962732919254659,0.029832083504070475,0,0.07379788242466792,1,0.5962732919254659,0.06977225892227565,0,0.039160277235547894,0,0.5962732919254659,0.00991054393823718,0,-0.014233518980714581,0,0.5962732919254659,0.009813447651698712,0,-0.044577223981923784,1,0.2732919254658385,0.17471141058663553,0,0.04458077326525931,0,0.2732919254658385,0.030497011460761392,0,0.04220055382981901,0,0.546583850931677,0.019213902780977586,1,0.2680574087978283,1,0.5962732919254659,0.06776027345576921,0,0.0,0,,,-1,-0.1649904220126076,1,0.5962732919254659,0.19075798461538457,0,0.0,0,,,-1,-0.2184708965196897,1,0.5962732919254659,0.02869630339583332,0,0.0,0,,
1292551458,bot,64,1,0.44131736088606344,1,0.484375,0.05797784633195829,1,0.47193507252648415,1,0.484375,0.11997880800785923,1,0.4409133387673482,1,0.484375,0.03189776134119257,1,0.5001395673439604,1,0.75,0.05705690683125001,1,0.5596595197772202,1,0.3125,0.10403135909090916,0,0.05978284312814373,1,0.234375,0.10472746802721085,0,0.0,0,,,0,0.16899898273310057,1,0.171875,0.032215890463121774,0,0.0,0,,,1,0.6631984560103421,1,0.3125,0.22952957636363625,0,0.0,0,,,1,0.21957623690991107,1,0.171875,0.079907338593482,0,0.0,0,,
