lifecycle_drift,adaptation_time,oscillation,osc_period,agent_id,label,n_active
1.121355605205681,1.0,0.02235857169928034,612.0,2004429834,human,612
1.7985553294165741,2.0,0.0449103601655004,18.583333333333332,2004478653,human,223
1.5783005122061462,1.0,0.029330398636409592,4.178947368421053,2004478956,human,397
1.6495725306509004,1.0,0.031452438745538054,338.0,2004731645,human,338
3.10513414798764,1.0,0.023676450511984547,5.5375000000000005,2004780153,human,443
1.8103074776208778,4.0,0.09683745217698629,51.50000000000001,2004869018,human,206
0.7009551801232521,1.0,0.043763654730193495,282.0,2005912533,human,564
0.9052728756573879,1.0,0.0608364253214766,3.1500000000000004,2006029124,human,126
0.88183760970783,1.0,0.05106589602911147,31.8,2006047477,human,159
1.1065827649405904,1.0,0.05875579075830865,2.123076923076923,2006068741,human,138
1.7503784383815852,3.0,0.07093343323512248,203.0,2006423495,human,203
1.1126787631067683,1.0,0.04891710149401668,2.6885245901639343,2006604953,human,164
0.7735011951955237,1.0,0.056246604452932676,13.625,2006718594,human,109
0.7629141017385253,76.0,0.38532973753276206,609.0,2006932256,human,609
1.1316586947016252,1.0,0.050030496645990526,7.666666666666667,2009239953,human,138
0.32333079323503294,1.0,0.0385858470029371,3.026548672566372,2009506179,human,342
0.24533095188229326,1.0,0.07397876587608404,11.571428571428573,2011591935,human,81
0.8158211228441116,1.0,0.08477322614055989,15.833333333333332,2012330170,human,95
0.8075022130991794,1.0,0.04571574945907373,3.676470588235294,2012596130,human,125
0.42825941982802956,1.0,0.0716808744355251,26.666666666666664,2016990936,human,80
1.0354245793734043,2.0,0.07598798688786838,120.0,2021783674,human,120
0.3003935975803485,1.0,0.09003433555950673,17.0,2023219812,human,68
1.3932016634143225,1.0,0.08506908733208707,6.133333333333333,2026253798,human,92
0.5798585863428234,19.0,0.21886958069757173,474.00000000000006,205653,human,474
2.147237937777194,1.0,0.053437323958054526,3.2666666666666666,2065926040,human,147
1.1024783105110243,20.0,0.15091673983570844,198.00000000000003,206631,human,594
0.9001189435825252,1.0,0.037748494690577006,589.0,2069724493,human,589
