a_id,group,n_days,n_block_days,p404_post_lag,p404_post_ccf,p404_pre_lag,p404_pre_ccf,p404_responder,vol_post_lag,vol_post_ccf,vol_pre_lag,vol_pre_ccf,vol_responder
195,control,1219,48,11.0,0.018595550137535485,-2.0,0.29134005428246457,False,2,-0.03946254515453145,-2,-0.09505585239156632,False
207,control,1179,195,4.0,0.17125449654107935,-9.0,0.14694698512479054,True,1,0.06688507076967863,-14,0.04668279713131546,True
210,control,624,594,1.0,-0.214175469811494,-1.0,-0.1930300371708465,True,1,-0.571196666567989,-1,-0.6032804552790091,False
214,control,994,29,1.0,0.15896430306312426,-8.0,0.2056616740192033,False,7,-0.07633318138467562,-9,-0.11174229374959885,False
231,control,786,175,5.0,0.10445130996778913,-14.0,0.08673661629217402,True,3,-0.07393594944939369,-3,-0.0968023085521759,False
264,control,455,56,10.0,0.14712471453142772,-14.0,0.11575723285902284,True,1,-0.14475350387414576,-1,-0.1310026611202842,True
267,control,374,8,8.0,0.04368057380389508,-6.0,-0.042332289025019725,True,2,-0.09337096870719891,-12,-0.06802443108053176,True
270,control,156,3,3.0,0.36906337867101296,-14.0,-0.02152892017064676,True,10,0.18385918929935627,-3,-0.11612477208072765,True
276,control,1100,61,10.0,0.17928569936535857,-13.0,0.2408938297834867,False,6,0.09563775078537431,-6,0.1495333948055316,False
309,control,1084,599,3.0,-0.09994526775768114,-4.0,-0.09768609045198233,True,14,0.657576302338913,-2,0.6362982710755439,True
311,control,1204,44,12.0,0.016807679119832615,-4.0,0.013793255191780462,True,13,-0.08689339822240198,-9,-0.10548026092274329,False
327,control,1056,42,12.0,0.17755758551733444,-7.0,0.066261529763703,True,3,-0.09269119695233465,-5,-0.05815297407285595,True
346,control,1219,169,2.0,0.2545249579358409,-1.0,0.1950778354230364,True,9,-0.2502612854689938,-1,-0.25508125824681144,False
348,control,914,9,9.0,0.2500519370744445,-3.0,0.2279100182989673,True,10,-0.06330495343676108,-4,-0.07367913113310233,False
370,control,1222,23,7.0,-0.05076819427830947,-14.0,-0.04379915864549821,True,7,0.10434275126403751,-9,0.053365971934554696,True
379,control,1220,190,4.0,0.196916424268638,-1.0,0.20939800957792437,False,8,-0.10737190176175572,-8,-0.11849391529618514,False
382,control,1193,62,12.0,0.13562811853492518,-11.0,0.16697331300402835,False,2,-0.2363209332768099,-12,-0.23833406170438085,False
388,control,815,42,14.0,-0.05434549685978347,-5.0,-0.05629300471480177,False,4,0.11907573340332141,-6,0.1046747734204672,True
402,control,900,108,7.0,0.13537125484153645,-5.0,0.06804848077372863,True,4,0.22483505369564463,-2,0.2078754355858741,True
409,control,1012,102,12.0,0.20516654323115885,-3.0,0.08635732887926481,True,1,-0.16351586009417307,-4,-0.1363926103208933,True
413,control,855,28,1.0,0.2114793519072964,-2.0,0.27854419509382866,False,5,-0.19743322986177514,-6,-0.1483715689791619,True
440,control,1034,200,13.0,-0.033633120826336294,-14.0,-0.018800230598268908,True,11,0.1150765060730486,-14,-0.031443550197213205,True
441,control,758,78,3.0,0.10073155799742835,-6.0,0.10471960411009339,False,6,0.18083162611146827,-11,0.16411846368239577,True
447,control,1089,16,10.0,0.08196345492472575,-2.0,0.08535739841330528,False,3,-0.055361626394917686,-5,-0.07403165129998979,False
465,control,794,71,5.0,0.14176321524761026,-14.0,0.17296640202013538,False,7,-0.175749764190958,-8,-0.17432475266823824,True
468,control,922,149,12.0,0.07026528657220857,-4.0,0.04777030240535746,True,2,-0.24975409787774439,-1,-0.237681117772428,True
469,control,782,63,10.0,0.16472970592029162,-4.0,0.09985384812258943,True,1,-0.18178408196332826,-1,-0.15895314052113135,True
477,control,954,158,5.0,0.07858648792152383,-4.0,0.0808295348727483,False,1,-0.22937597339909377,-1,-0.2150646909526265,True
478,control,1022,334,13.0,0.13069879968281228,-11.0,0.07869505770239099,True,14,-0.30728135448230465,-12,-0.25439498842369335,True
479,control,944,184,13.0,0.1105294535811798,-13.0,0.08156120365356494,True,8,-0.2811195530675726,-11,-0.2812793983073805,False
480,control,957,208,13.0,-0.0705114889097415,-5.0,-0.06730030971946954,True,1,-0.28927986309177767,-1,-0.3022673564727391,False
482,control,788,58,13.0,0.1129574778364307,-1.0,0.11618216207087222,False,2,-0.16904551707565627,-2,-0.18472487650988806,False
496,control,1221,193,2.0,0.10631147557465806,-6.0,0.12438873801849135,False,14,0.03439784116541923,-3,-0.015896442532981853,True
503,control,936,208,1.0,-0.05528775261031949,-14.0,0.11097019293493052,False,7,-0.2643553519717604,-12,-0.2969625507364268,False
507,control,910,72,12.0,0.14922120418233023,-7.0,0.10616586158721626,True,13,-0.17793870950991553,-4,-0.16192242681057784,True
508,control,797,60,12.0,0.25162690793333325,-2.0,0.11628111466158314,True,1,-0.2062490590468958,-2,-0.2194204963903787,False
509,control,812,92,11.0,0.14150112339014453,-12.0,0.17846693700734184,False,12,-0.24581271593810167,-14,-0.26964836697798306,False
510,control,1222,213,6.0,0.08909890608424759,-8.0,0.08018776467315873,True,11,0.07860334367992756,-9,0.06600072929345273,True
511,control,780,63,4.0,0.06490652503793988,-13.0,0.12517634621030496,False,3,-0.16413444028781168,-3,-0.18203025347881568,False
513,control,784,64,7.0,0.08768424498869253,-1.0,0.11077187357527803,False,1,-0.15589848111776053,-1,-0.14600565005835284,True
537,control,1163,21,11.0,0.03649274057683466,-13.0,0.0204737090185835,True,13,0.10094292222447018,-1,0.1011802107852688,False
544,control,1166,136,7.0,0.16789125206658495,-4.0,0.2798974386895321,False,4,0.07518453220450451,-9,0.05131897099983273,True
557,control,1214,6,14.0,0.048127515760570984,-4.0,0.05429964747118837,False,4,0.05257420152900878,-8,0.056465349708819695,False
566,control,1213,95,3.0,0.3269113782535106,-1.0,0.11611285284038425,True,5,-0.19888905937886245,-8,-0.20277318381729062,False
587,control,1137,73,6.0,0.09883715427266386,-10.0,0.05261934981541374,True,11,-0.05619666028502253,-8,0.07500939581395996,False
613,control,493,4,2.0,0.19248798536876402,-8.0,0.04731066165864423,True,11,-0.05416302117897184,-12,0.1169694589104556,False
