a_id,t_death,pre_vol,tail_vol
242946,2019-09-02,164.6,9.09966777408638
138527572,2020-09-29,494.2,6.888888888888889
318335,2021-09-09,12.4,3.5
2036559927,2022-06-25,62.6,24.4
1076602086,2021-08-29,92.2,25.416666666666668
124320,2022-12-17,48.2,2.423076923076923
700136670,2020-07-01,103.4,5.305084745762712
198981,2021-01-13,20.2,6.681318681318682
108049,2022-06-28,19.4,7.05511811023622
1992288542,2021-10-19,191.0,30.846153846153847
432532,2019-11-16,35.8,3.25
106318,2021-12-08,31.2,3.142857142857143
428090,2019-12-12,59.6,4.0
277612,2019-09-14,95.0,11.619047619047619
262682707,2020-04-03,66.6,30.0126582278481
42640,2019-04-25,226.2,25.164835164835164
1392274211,2021-01-29,50.2,13.630952380952381
356788,2020-08-30,5.8,1.3666666666666667
446690,2021-04-02,214.4,48.5
1863066499,2021-04-15,304.2,80.84
163995,2019-06-18,137.0,1.2296747967479675
77334,2022-03-16,21.4,1.40625
298800882,2020-03-20,235.8,63.39473684210526
597390137,2021-10-28,148.0,49.333333333333336
113372,2019-05-25,30.8,1.8421052631578947
1293828307,2021-09-05,102.2,33.4
800189186,2020-07-04,111.2,22.08421052631579
223035,2022-01-11,7.2,3.4857142857142858
148242,2019-08-30,30.0,2.1588235294117646
1820972969,2021-10-31,14.8,4.172413793103448
958760082,2021-03-25,7.0,1.2222222222222223
1396003788,2021-09-09,49.0,22.5
175943,2022-05-15,25.2,8.371621621621621
213791633,2022-05-04,41.8,6.363636363636363
447022,2019-12-26,13.6,1.3333333333333333
318978,2022-05-20,43.8,7.342465753424658
44440,2019-11-13,10.6,1.0
187708404,2022-05-27,159.0,24.5
998676212,2020-08-16,340.6,12.154362416107382
44910,2022-09-24,37.8,5.75
1599408162,2021-09-01,431.6,17.5
1928855058,2021-06-08,691.6,78.42857142857143
463964013,2022-08-24,39.8,2.0
1435470213,2021-09-01,134.8,22.416666666666668
311329,2022-06-27,18.6,6.776
1492164194,2021-11-17,330.4,96.83333333333333
2010595501,2021-12-06,129.0,7.0
1401539790,2021-03-22,5.2,1.9655172413793103
274881945,2023-02-11,9.0,2.3333333333333335
447470,2019-12-07,67.4,8.277929155313352
342433,2020-01-30,118.6,9.401234567901234
217145,2022-08-16,45.6,1.2
