a_death,a_succ,t_A,shared_ips,overlap_frac,in_core,bA_pre,dA_b,dA_v,bB_post,dB_b,dB_v,dB_v_placebo
1085628408,2,2021-03-25,1,1.0,0,1.7913046275120612,-0.6202181225471817,-1.8137383759468304,-2.454544365581704,2.499459570305472,-1.6534705541120207,0.2510692574714426
1085628408,53701,2021-03-25,1,1.0,0,1.7913046275120612,-0.6202181225471817,-1.8137383759468304,1.8838982289518238,-0.43678024847016794,-1.9042374526547452,-0.04879016416943216
1085628408,1090944472,2021-03-25,1,1.0,0,1.7913046275120612,-0.6202181225471817,-1.8137383759468304,2.2550347466437537,-0.5040072302094325,-1.6863989535702288,0.23180161405732447
1085628408,440,2021-03-25,1,1.0,0,1.7913046275120612,-0.6202181225471817,-1.8137383759468304,0.8809358647169241,0.27649125534859564,-0.30712002460868515,0.37560512546887015
1085628408,53709,2021-03-25,1,1.0,0,1.7913046275120612,-0.6202181225471817,-1.8137383759468304,2.314993052260561,1.3995556595963508,-1.5804503755608486,0.2974764700440691
1085628408,1085628387,2021-03-25,1,1.0,0,1.7913046275120612,-0.6202181225471817,-1.8137383759468304,1.1710865049648795,-0.6202181225471817,-1.8137383759468304,0.2384110234449981
1085628408,1090944683,2021-03-25,1,1.0,0,1.7913046275120612,-0.6202181225471817,-1.8137383759468304,2.2550347466437537,-0.5040072302094325,-1.6863989535702288,0.23180161405732447
1090944717,1907,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,-1.9375936725877891,0.1617971325628118,-0.1471439855287464,0.2568893556118219
1090944717,5138,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,2.090236564614243,0.3078712365127776,-0.45506204924753657,0.21622310846963622
1090944717,13499,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,0.6729590860637303,2.1858675161319896,-0.8252747244727292,0.26579713366316327
1090944717,308949,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,1.9230536710438402,-0.40185451304846365,-1.9459101490553132,0.40546510810816416
1090944717,569254482,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,3.041628695249345,-0.11746632627604914,-0.6931471805599453,1.6094379124341003
1090944712,1907,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,-1.9375936725877891,0.1617971325628118,-0.1471439855287464,0.2568893556118219
1090944712,5138,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,2.090236564614243,0.3078712365127776,-0.45506204924753657,0.21622310846963622
1090944712,13499,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,0.6729590860637303,2.1858675161319896,-0.8252747244727292,0.26579713366316327
1090944712,308949,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,1.9230536710438402,-0.40185451304846365,-1.9459101490553132,0.40546510810816416
1090944712,569254482,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,3.041628695249345,-0.11746632627604914,-0.6931471805599453,1.6094379124341003
1090944688,2,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,-2.454544365581704,2.499459570305472,-1.6534705541120207,0.2510692574714426
1090944688,53701,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,1.8838982289518238,-0.43678024847016794,-1.9042374526547452,-0.04879016416943216
1090944688,1090944468,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,2.2550347466437537,-0.5040072302094325,-1.6863989535702288,0.23180161405732447
1090944688,440,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,0.8809358647169241,0.27649125534859564,-0.30712002460868515,0.37560512546887015
1090944688,53709,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,2.314993052260561,1.3995556595963508,-1.5804503755608486,0.2974764700440691
1090944688,1085628387,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,1.1710865049648795,-0.6202181225471817,-1.8137383759468304,0.2384110234449981
1090944688,1090944472,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,2.2550347466437537,-0.5040072302094325,-1.6863989535702288,0.23180161405732447
1090944683,2,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,-2.454544365581704,2.499459570305472,-1.6534705541120207,0.2510692574714426
1090944683,53701,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,1.8838982289518238,-0.43678024847016794,-1.9042374526547452,-0.04879016416943216
1090944683,1090944468,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,2.2550347466437537,-0.5040072302094325,-1.6863989535702288,0.23180161405732447
1090944683,440,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,0.8809358647169241,0.27649125534859564,-0.30712002460868515,0.37560512546887015
1090944683,53709,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,2.314993052260561,1.3995556595963508,-1.5804503755608486,0.2974764700440691
1090944683,1085628387,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,1.1710865049648795,-0.6202181225471817,-1.8137383759468304,0.2384110234449981
1090944683,1090944472,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,2.2550347466437537,-0.5040072302094325,-1.6863989535702288,0.23180161405732447
1090944472,2,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,-2.454544365581704,2.499459570305472,-1.6534705541120207,0.2510692574714426
1090944472,53701,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,1.8838982289518238,-0.43678024847016794,-1.9042374526547452,-0.04879016416943216
1090944472,1090944468,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,2.2550347466437537,-0.5040072302094325,-1.6863989535702288,0.23180161405732447
1090944472,440,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,0.8809358647169241,0.27649125534859564,-0.30712002460868515,0.37560512546887015
1090944472,53709,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,2.314993052260561,1.3995556595963508,-1.5804503755608486,0.2974764700440691
1090944472,1085628387,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,1.1710865049648795,-0.6202181225471817,-1.8137383759468304,0.2384110234449981
1090944472,1090944683,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,2.2550347466437537,-0.5040072302094325,-1.6863989535702288,0.23180161405732447
1090944468,2,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,-2.454544365581704,2.499459570305472,-1.6534705541120207,0.2510692574714426
1090944468,53701,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,1.8838982289518238,-0.43678024847016794,-1.9042374526547452,-0.04879016416943216
1090944468,1090944472,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,2.2550347466437537,-0.5040072302094325,-1.6863989535702288,0.23180161405732447
1090944468,440,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,0.8809358647169241,0.27649125534859564,-0.30712002460868515,0.37560512546887015
1090944468,53709,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,2.314993052260561,1.3995556595963508,-1.5804503755608486,0.2974764700440691
1090944468,1085628387,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,1.1710865049648795,-0.6202181225471817,-1.8137383759468304,0.2384110234449981
1090944468,1090944683,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,2.2550347466437537,-0.5040072302094325,-1.6863989535702288,0.23180161405732447
1085629764,2,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,-2.454544365581704,2.499459570305472,-1.6534705541120207,0.2510692574714426
1085629764,53701,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,1.8838982289518238,-0.43678024847016794,-1.9042374526547452,-0.04879016416943216
1085629764,1090944472,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,2.2550347466437537,-0.5040072302094325,-1.6863989535702288,0.23180161405732447
1085629764,440,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,0.8809358647169241,0.27649125534859564,-0.30712002460868515,0.37560512546887015
1085629764,53709,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,2.314993052260561,1.3995556595963508,-1.5804503755608486,0.2974764700440691
1085629764,1085628387,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,1.1710865049648795,-0.6202181225471817,-1.8137383759468304,0.2384110234449981
1085629764,1090944683,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,2.2550347466437537,-0.5040072302094325,-1.6863989535702288,0.23180161405732447
1133359676,2,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,-2.454544365581704,2.499459570305472,-1.6534705541120207,0.2510692574714426
1133359676,3000,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,0.7705830353988263,-0.2094113951225588,-1.5525297801622209,0.6266574392911117
1133359676,7865,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,2.366031723984703,0.9071985057961969,-1.6247053845648884,0.31015492830383984
1133359676,58777,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,2.2550347466437537,-0.4821732184913974,-1.7227665977411035,0.06899287148695166
1133359676,154591,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,2.3583612152118283,-0.052193747735964635,-1.4816045409242151,0.27763173659827967
1133359676,450764,2021-03-25,1,1.0,0,2.759041976853186,-0.5040072302094325,-1.6863989535702288,1.032910722673224,-0.6196287441178601,-1.8302257500558508,0.2814124594381857
1085628387,2,2021-03-25,1,1.0,0,1.7913046275120612,-0.6202181225471817,-1.8137383759468304,-2.454544365581704,2.499459570305472,-1.6534705541120207,0.2510692574714426
1085628387,53701,2021-03-25,1,1.0,0,1.7913046275120612,-0.6202181225471817,-1.8137383759468304,1.8838982289518238,-0.43678024847016794,-1.9042374526547452,-0.04879016416943216
1085628387,1090944472,2021-03-25,1,1.0,0,1.7913046275120612,-0.6202181225471817,-1.8137383759468304,2.2550347466437537,-0.5040072302094325,-1.6863989535702288,0.23180161405732447
1085628387,440,2021-03-25,1,1.0,0,1.7913046275120612,-0.6202181225471817,-1.8137383759468304,0.8809358647169241,0.27649125534859564,-0.30712002460868515,0.37560512546887015
1085628387,53709,2021-03-25,1,1.0,0,1.7913046275120612,-0.6202181225471817,-1.8137383759468304,2.314993052260561,1.3995556595963508,-1.5804503755608486,0.2974764700440691
