a_id,n_events,n_retreat,n_stealth,verified,verified_stealth
200972785,2,0,2,-0.13664724720596189,-0.13664724720596189
202617745,1,0,1,-0.03520837020289136,-0.03520837020289136
202670145,2,0,2,0.005053636169854769,0.005053636169854769
202670186,1,0,1,0.586532542026124,0.586532542026124
202671115,1,0,1,0.01784550816533903,0.01784550816533903
202671119,1,0,1,-0.5111464394523679,-0.5111464394523679
203108559,1,0,1,-0.550328869469769,-0.550328869469769
203402095,1,0,1,-2.172750387156764,-2.172750387156764
205885046,1,0,1,-0.07175811015148925,-0.07175811015148925
205885063,1,0,1,-0.010107272339709095,-0.010107272339709095
205912167,1,0,1,-0.17894353980081457,-0.17894353980081457
205912197,3,0,3,-0.38797156682922135,-0.38797156682922135
205915307,3,0,3,-0.25524659288659396,-0.25524659288659396
205915309,2,0,2,-0.31938604981235375,-0.31938604981235375
206003230,2,0,2,0.08960361831682917,0.08960361831682917
206029633,1,0,1,-0.21512113862370263,-0.21512113862370263
206029976,3,0,3,0.14725245527165262,0.14725245527165262
206237306,1,0,1,-0.07949634597711963,-0.07949634597711963
206237308,1,0,1,-0.4302422772474057,-0.4302422772474057
208521843,2,1,1,-0.45223097872583917,-0.1287860483342289
209325388,1,0,1,0.0,0.0
209325401,1,0,1,-0.1589926919542397,-0.1589926919542397
211016017,2,0,2,-0.22087868290747892,-0.22087868290747892
211135596,1,0,1,0.015629663482027212,0.015629663482027212
211296916,1,0,1,-0.056377046892488014,-0.056377046892488014
213030422,2,0,2,-0.6007500577691973,-0.6007500577691973
213032134,3,0,3,-0.14388336449174943,-0.14388336449174943
215282637,3,0,3,-0.0677613003361861,-0.0677613003361861
215282925,2,0,2,-0.6007500577691975,-0.6007500577691975
216280597,3,0,3,-0.3436641116722008,-0.3436641116722008
216280633,1,0,1,-0.010107272339709095,-0.010107272339709095
216295138,1,0,1,-0.2073829027980727,-0.2073829027980727
216295179,1,0,1,-0.7799572944028554,-0.7799572944028554
216295322,1,0,1,-0.15557564049315697,-0.15557564049315697
216295340,1,0,1,-0.700197251592892,-0.700197251592892
216318539,1,0,1,0.3379362317550556,0.3379362317550556
216319316,1,0,1,0.6007500577691971,0.6007500577691971
216319318,3,0,3,-0.12206938309246611,-0.12206938309246611
216396218,1,0,1,-0.7322646070124152,-0.7322646070124152
216396958,1,0,1,-0.10286424528477722,-0.10286424528477722
216397035,2,0,2,-0.1826903297250615,-0.1826903297250615
216471258,3,0,3,-0.4205106148729946,-0.4205106148729946
216471266,3,0,3,-0.07797862513634597,-0.07797862513634597
216495132,1,0,1,0.385628919145494,0.385628919145494
218200894,1,0,1,-1.6666253806610087,-1.6666253806610087
218201136,3,0,3,-0.20836239523228364,-0.20836239523228364
218201146,1,0,1,0.023997160575536025,0.023997160575536025
218201842,1,0,1,-0.07949634597712008,-0.07949634597712008
218201869,1,0,1,-0.4316500934752483,-0.4316500934752483
218208853,1,0,1,0.1589926919542397,0.1589926919542397
219008255,2,0,2,0.21582504673762415,0.21582504673762415
219582821,3,0,3,-0.5349683883041054,-0.5349683883041054
219953046,5,1,4,0.13840284094805694,0.7205302712376009
220197200,3,0,3,-0.5017372943333376,-0.5017372943333376
220199479,4,0,4,0.3993038822201035,0.3993038822201035
220871005,1,0,1,-0.1690999642939488,-0.1690999642939488
223495843,2,0,2,0.1256579892186787,0.1256579892186787
224157523,11,3,8,0.39119216029113946,0.21778368748512633
224189473,3,0,3,-0.23295717346445188,-0.23295717346445188
227008634,1,0,1,-0.6802464037463167,-0.6802464037463167
229330294,2,0,2,-0.07457455822368764,-0.07457455822368764
234571930,18,1,17,0.01147636598744665,0.08031078744653616
236150518,1,0,1,-0.1759783881513215,-0.1759783881513215
236216255,2,0,2,-0.6404982307577571,-0.6404982307577571
236279994,1,0,1,0.07949634597711963,0.07949634597711963
237349649,1,0,1,-1.122003769561275,-1.122003769561275
237349651,3,0,3,-0.08474300033982078,-0.08474300033982078
237413660,1,0,1,0.5289919476177078,0.5289919476177078
240267589,1,0,1,-0.08840276308122519,-0.08840276308122519
240789348,3,0,3,0.02519768785533157,0.02519768785533157
240789388,2,0,2,0.09334088781322247,0.09334088781322247
240818619,2,0,2,-0.23541626174632468,-0.23541626174632468
241868937,1,0,1,-0.7520045138978069,-0.7520045138978069
242390691,1,0,1,-0.6007500577691971,-0.6007500577691971
245554909,2,0,2,-0.06137342798656675,-0.06137342798656675
250732487,4,0,4,-0.6360488571071965,-0.6360488571071965
251214441,2,0,2,-0.22727570849162593,-0.22727570849162593
253036808,1,0,1,-0.9714468368860576,-0.9714468368860576
253405494,11,5,6,0.5590815319685638,1.0782991974708807
258230612,1,0,1,-0.2259424916773669,-0.2259424916773669
261405626,4,0,4,0.0025268180849268296,0.0025268180849268296
261443942,3,1,2,0.48276508762397324,0.6334929533823406
269484294,1,0,1,-0.6903536760860263,-0.6903536760860263
269830592,1,0,1,-0.6802464037463172,-0.6802464037463172
272090378,2,0,2,-0.5610018847806373,-0.5610018847806373
274390570,1,0,1,0.09971089065653738,0.09971089065653738
277608612,3,0,3,-0.25324758324114577,-0.25324758324114577
277608613,4,0,4,-0.35172295130620324,-0.35172295130620324
278854526,1,1,0,-1.5967394685092744,
279010739,1,0,1,-0.7363748504157797,-0.7363748504157797
279322268,1,0,1,-0.3267809444683425,-0.3267809444683425
279660917,3,0,3,-0.2047524269126071,-0.2047524269126071
279881686,2,0,2,-0.3408509316581787,-0.3408509316581787
279946162,1,0,1,0.07949634597711963,0.07949634597711963
280192327,1,0,1,-0.5446216110997342,-0.5446216110997342
294509500,2,0,2,-0.36718543187702934,-0.36718543187702934
294929542,1,0,1,-0.4215348128017795,-0.4215348128017795
294929624,1,0,1,0.05612844666946337,0.05612844666946337
295098963,1,0,1,0.0,0.0
295098978,2,0,2,-0.03974817298856004,-0.03974817298856004
295238183,2,0,2,-0.7313212142459258,-0.7313212142459258
295238199,1,0,1,-0.02336789930765759,-0.02336789930765759
297928885,1,0,1,-0.08723458180275001,-0.08723458180275001
300221979,1,0,1,-0.07412392645791321,-0.07412392645791321
300222070,2,0,2,-0.7199945767348772,-0.7199945767348772
300222176,1,0,1,-0.6007500577691971,-0.6007500577691971
300222314,1,0,1,-0.18743205495149784,-0.18743205495149784
300400296,1,0,1,-0.31483202928024046,-0.31483202928024046
300517546,2,0,2,0.1149878736288461,0.1149878736288461
300544631,3,1,2,0.4357872048216773,0.569924638863307
303209220,7,0,7,0.19689838876496982,0.19689838876496982
303931906,1,0,1,-1.7853458787359306,-1.7853458787359306
304863348,4,0,4,-0.3898603937784375,-0.3898603937784375
305038186,2,0,2,-0.36072990560965645,-0.36072990560965645
305471832,4,0,4,-0.015966670623773216,-0.015966670623773216
305471853,2,0,2,-0.5610018847806375,-0.5610018847806375
305472107,1,0,1,-0.07949634597711963,-0.07949634597711963
305472118,2,0,2,-0.42225236658105847,-0.42225236658105847
305472138,1,0,1,-1.122003769561275,-1.122003769561275
305472158,1,0,1,-0.5365820191794186,-0.5365820191794186
305554141,4,0,4,-0.10495931732143671,-0.10495931732143671
305688224,1,0,1,0.09644236262918193,0.09644236262918193
305688227,4,1,3,-0.36476207602274413,-0.6537476217539439
305730789,1,0,1,0.7698500220631463,0.7698500220631463
310828484,3,0,3,-0.09055582908219595,-0.09055582908219595
310828537,1,0,1,-0.293648255980826,-0.293648255980826
310979268,1,0,1,-0.9054748147097293,-0.9054748147097293
311052348,3,0,3,-0.08897613364287309,-0.08897613364287309
313252337,1,0,1,-1.3371249081849772,-1.3371249081849772
314576171,3,1,2,-0.032974400458360385,-0.4558220901681942
315836745,1,0,1,-0.3541102111527987,-0.3541102111527987
316172806,1,0,1,-0.5281696185143003,-0.5281696185143003
316393364,1,0,1,-0.019464616896530895,-0.019464616896530895
316812712,3,0,3,-0.23564500777498587,-0.23564500777498587
318726842,2,0,2,-0.07562722806430489,-0.07562722806430489
320327930,1,0,1,-1.2015001155383946,-1.2015001155383946
320327967,1,0,1,-0.27124958529316556,-0.27124958529316556
320593022,4,0,4,0.035840757118053235,0.035840757118053235
320593058,2,0,2,-0.8719996430623629,-0.8719996430623629
320810322,1,0,1,0.010107272339709095,0.010107272339709095
320810324,2,0,2,-1.1464895945568656,-1.1464895945568656
320818605,3,0,3,-0.15015998787188378,-0.15015998787188378
323120722,1,0,1,-1.2648240905129278,-1.2648240905129278
324984724,18,3,15,-0.21527334255004707,-0.021849338676515232
333128317,1,0,1,0.34880239652368195,0.34880239652368195
336136816,2,1,1,0.353863364311064,-0.07852711735712337
363560149,8,1,7,-0.03407749209302906,0.041283960837737034
379399457,4,1,3,-0.021897847387934988,0.18349754880968336
385164041,3,1,2,-0.04441751448789377,-0.15826024014893347
385478465,2,0,2,-0.6685624540924886,-0.6685624540924886
385531142,2,0,2,-0.23256263256130727,-0.23256263256130727
388083150,1,0,1,0.385628919145494,0.385628919145494
388998056,1,0,1,0.6298252154468895,0.6298252154468895
394207066,2,0,2,0.011927065128850334,0.011927065128850334
394239785,3,0,3,-0.12710311962767099,-0.12710311962767099
398506290,17,2,15,0.10089592662961817,0.10609921585009424
399675976,2,0,2,-0.15432559052024253,-0.15432559052024253
405064112,1,0,1,-0.9708519342102049,-0.9708519342102049
405148677,2,0,2,0.039748172988559816,0.039748172988559816
407636919,1,0,1,-1.2911037338552238,-1.2911037338552238
407699585,2,0,2,-0.6832125461273069,-0.6832125461273069
410013819,1,0,1,0.07175811015149014,0.07175811015149014
410479185,2,0,2,-0.2079818247491485,-0.2079818247491485
412480988,1,0,1,-0.7363748504157797,-0.7363748504157797
413380797,1,0,1,-0.017845508165338142,-0.017845508165338142
413380799,1,0,1,0.0,0.0
416204120,1,0,1,0.07949634597711963,0.07949634597711963
416220601,1,0,1,-0.6802464037463172,-0.6802464037463172
424079174,6,1,5,0.11244688041639055,-0.24800158520356813
449752909,1,1,0,23.46849089484698,
453584752,1,0,1,0.43165009347524874,0.43165009347524874
458486998,1,0,1,-1.1259070519724008,-1.1259070519724008
458934638,4,1,3,0.039241108321153906,-0.1302667915877588
459210884,3,0,3,-0.07962923468728327,-0.07962923468728327
459771788,1,0,1,-0.07998257692716404,-0.07998257692716404
460320411,1,0,1,-0.7597427497234372,-0.7597427497234372
463230687,13,0,13,-0.2222299931097198,-0.2222299931097198
463616358,1,0,1,-0.6680656437262642,-0.6680656437262642
463616806,1,0,1,-0.23766721018605952,-0.23766721018605952
464011811,1,0,1,-0.012127749186799264,-0.012127749186799264
464603758,1,0,1,-0.40899681845315117,-0.40899681845315117
464771772,1,0,1,-0.6903536760860258,-0.6903536760860258
465131473,1,0,1,-0.20332642855618,-0.20332642855618
465644404,1,0,1,0.46512526512261454,0.46512526512261454
468412982,16,2,14,0.17585487561007979,0.1492709391722922
474353449,3,0,3,-0.1966308471162678,-0.1966308471162678
482143373,1,0,1,-0.07949634597712052,-0.07949634597712052
482284179,1,0,1,-0.46512526512261454,-0.46512526512261454
482569096,2,0,2,0.0,0.0
482575379,1,0,1,-0.07949634597712008,-0.07949634597712008
482624716,1,0,1,-1.0324001512444458,-1.0324001512444458
482673821,2,0,2,-0.03779653178299691,-0.03779653178299691
482734854,1,0,1,-0.1690999642939488,-0.1690999642939488
482827421,2,0,2,-0.09225658564580241,-0.09225658564580241
482992934,1,0,1,0.271249585293166,0.271249585293166
483481921,1,0,1,0.33793623175505516,0.33793623175505516
483591925,3,0,3,-0.2840162650719293,-0.2840162650719293
483763972,2,0,2,-1.2412482885269542,-1.2412482885269542
484752531,1,0,1,-0.2643632052662559,-0.2643632052662559
484795289,1,0,1,-1.2015001155383946,-1.2015001155383946
486599885,1,0,1,-0.7597427497234368,-0.7597427497234368
487110615,1,0,1,-1.1118964972215655,-1.1118964972215655
488842112,1,0,1,-0.42180651796838164,-0.42180651796838164
490116952,1,0,1,-0.4316500934752483,-0.4316500934752483
491214950,2,0,2,-0.227989606534571,-0.227989606534571
492027857,2,0,2,-0.18363986382788866,-0.18363986382788866
492498141,15,2,13,0.024250244777948918,0.07289569831375778
493888564,2,0,2,-0.3798713748617184,-0.3798713748617184
494010106,1,0,1,-0.21020688305047308,-0.21020688305047308
494067043,2,0,2,-0.30379440104077515,-0.30379440104077515
496549942,18,4,14,0.09691618891714085,0.15452931043987506
496589607,1,0,1,0.1589926919542397,0.1589926919542397
497393315,2,0,2,-0.08346494021917383,-0.08346494021917383
498293256,3,0,3,-0.020010576360196392,-0.020010576360196392
498309189,2,0,2,-0.7647963858932916,-0.7647963858932916
498313605,3,1,2,0.04192707237990545,-0.16861080373474735
498408353,2,0,2,-0.038911604407184,-0.038911604407184
498463162,2,0,2,-0.38984679878500583,-0.38984679878500583
498774109,2,0,2,-0.27734328152668297,-0.27734328152668297
498818624,2,0,2,-0.42972682018998754,-0.42972682018998754
499568783,2,0,2,-0.3589414231614878,-0.3589414231614878
499592284,2,0,2,-0.7103787856494639,-0.7103787856494639
499592286,1,0,1,0.521253711792077,0.521253711792077
499645256,1,0,1,-0.5212537117920775,-0.5212537117920775
499708361,1,0,1,-0.7597427497234368,-0.7597427497234368
499736260,1,0,1,-0.01617237100258695,-0.01617237100258695
499894262,3,0,3,-0.014439582384744151,-0.014439582384744151
501661315,1,0,1,0.04839021084383255,0.04839021084383255
502733856,1,0,1,-1.129742005386905,-1.129742005386905
503627188,2,0,2,-0.4157504299374635,-0.4157504299374635
509403934,1,0,1,0.08663749430846401,0.08663749430846401
509412343,1,0,1,-0.5983810212551193,-0.5983810212551193
509780404,1,0,1,0.5313609841317866,0.5313609841317866
509846839,1,0,1,-0.5212537117920775,-0.5212537117920775
510000385,1,0,1,-4.440892098500626e-16,-4.440892098500626e-16
510237912,2,0,2,-0.6007500577691973,-0.6007500577691973
510291885,2,0,2,-0.49959433821496124,-0.49959433821496124
510311639,1,0,1,0.15368978176015702,0.15368978176015702
510691376,1,1,0,0.48190512330617885,
512953614,1,0,1,-0.07949634597711963,-0.07949634597711963
513589734,1,0,1,0.21512113862370352,0.21512113862370352
513801056,1,0,1,-0.165196681882823,-0.165196681882823
514153440,1,0,1,-0.6270297011114927,-0.6270297011114927
514267647,2,1,1,0.3574339384767362,0.008110376951340648
514314667,1,0,1,-0.05612844666946293,-0.05612844666946293
514335097,1,0,1,4.440892098500626e-16,4.440892098500626e-16
515549802,1,0,1,0.16136172846831842,0.16136172846831842
517141099,1,0,1,-0.031106135133287527,-0.031106135133287527
518078710,2,0,2,-0.7697181736467247,-0.7697181736467247
525719019,1,0,1,-0.07949634597712008,-0.07949634597712008
532298668,25,1,24,-0.08836637506719565,-0.059199245866854856
536422936,6,0,6,-0.020640670418493785,-0.020640670418493785
545742922,18,0,18,0.14984491322369387,0.14984491322369387
545788044,1,0,1,-0.3381532105405405,-0.3381532105405405
545892546,1,0,1,-0.1690999642939488,-0.1690999642939488
548887246,1,0,1,-0.0570347289192501,-0.0570347289192501
556135388,1,0,1,-2.0606900590855264,-2.0606900590855264
559576700,1,0,1,-1.7921429009678822,-1.7921429009678822
562646543,1,0,1,-1.7354290461544806,-1.7354290461544806
563633952,3,0,3,0.15343346581122944,0.15343346581122944
565336151,2,0,2,0.04480180915841436,0.04480180915841436
566865170,1,1,0,0.39030997227786113,
581152188,1,0,1,0.7932179213708039,0.7932179213708039
585247087,1,0,1,-0.23848903793136023,-0.23848903793136023
585480449,2,0,2,2.220446049250313e-16,2.220446049250313e-16
586685850,2,0,2,-0.42164428744925075,-0.42164428744925075
588562359,3,0,3,-0.0037184290955710373,-0.0037184290955710373
592928275,1,0,1,-0.13562479264658256,-0.13562479264658256
592928283,1,0,1,0.11799114250283438,0.11799114250283438
593144551,1,0,1,-0.1212353744949215,-0.1212353744949215
598131852,1,0,1,-1.354970416350315,-1.354970416350315
599518550,2,0,2,-0.3607800891117454,-0.3607800891117454
605894053,2,0,2,-0.33999135345673714,-0.33999135345673714
608252719,3,0,3,-0.12751541901984087,-0.12751541901984087
609156657,1,0,1,-0.8392390957005573,-0.8392390957005573
609156663,1,0,1,-0.08960361831682917,-0.08960361831682917
610047597,3,0,3,0.20623880594926733,0.20623880594926733
617604977,1,0,1,-1.2677358345475653,-1.2677358345475653
618856667,1,0,1,0.030260447415976,0.030260447415976
620229780,1,0,1,-1.129742005386905,-1.129742005386905
620704561,1,0,1,-0.06938907363741187,-0.06938907363741187
621578854,5,1,4,0.8759245535395536,0.9594643914468258
624366788,1,0,1,-0.6903536760860267,-0.6903536760860267
626316276,2,0,2,-0.12429815513553422,-0.12429815513553422
626327313,3,1,2,0.2077606801536788,-0.13794899233725766
628927477,1,0,1,1.2418140314981128,1.2418140314981128
631450670,2,0,2,-0.36818742520789005,-0.36818742520789005
633002422,1,0,1,-1.4792343178753238,-1.4792343178753238
633547933,1,0,1,0.07949634597712008,0.07949634597712008
634818951,1,0,1,0.07031580799048287,0.07031580799048287
635962474,1,0,1,-0.6802464037463167,-0.6802464037463167
641535146,1,0,1,-1.2809964615155143,-1.2809964615155143
641868299,3,0,3,-0.06391774643868182,-0.06391774643868182
643660064,1,0,1,0.08960361831682873,0.08960361831682873
644713450,1,0,1,0.24859631027106888,0.24859631027106888
646654876,3,0,3,-0.021107991658178005,-0.021107991658178005
648005736,1,0,1,-1.337124908184978,-1.337124908184978
648794921,1,0,1,-0.07949634597711963,-0.07949634597711963
649179212,1,0,1,-0.16136172846831842,-0.16136172846831842
650168126,3,0,3,0.02986787277227639,0.02986787277227639
652489625,1,0,1,-0.550328869469769,-0.550328869469769
652489632,1,0,1,-0.5067218326243683,-0.5067218326243683
659924072,1,0,1,0.1898886294374702,0.1898886294374702
671804639,7,1,6,0.05200212594373716,0.13855397633177832
682518250,2,1,1,0.36311105844933134,0.01946461689653134
689064910,1,0,1,0.5162203977598323,0.5162203977598323
703656949,2,0,2,-0.11382242779856244,-0.11382242779856244
714843217,5,2,3,0.0003461728802099717,-0.5414744069450074
717865608,4,0,4,-0.20148169871016552,-0.20148169871016552
733402050,1,0,1,-0.2025751359413146,-0.2025751359413146
738379012,16,3,13,-0.056558089784676094,-0.06305019611773452
738555490,1,0,1,-0.35074593127028564,-0.35074593127028564
739163405,4,1,3,0.12145378343015067,0.36401536342776203
748773084,1,0,1,0.6410639737289161,0.6410639737289161
748779812,1,0,1,-0.46512526512261454,-0.46512526512261454
753681263,1,0,1,-0.04331874715423156,-0.04331874715423156
758695510,2,0,2,0.11248235706528442,0.11248235706528442
763739842,1,0,1,0.6802464037463172,0.6802464037463172
764996192,2,0,2,-1.9474120266660813,-1.9474120266660813
768669969,1,0,1,-0.5291090575774668,-0.5291090575774668
770279182,36,3,33,0.07702659085464417,0.16646408123541717
783853974,1,0,1,-0.2392479303602797,-0.2392479303602797
793662553,1,0,1,-0.6108573301089062,-0.6108573301089062
793662945,1,0,1,-1.1453716688689313,-1.1453716688689313
797036989,5,1,4,-0.6649738029424564,-1.224847963767671
814812273,2,0,2,0.07695646613736168,0.07695646613736168
831235791,2,0,2,-1.1569361823905302,-1.1569361823905302
858981546,1,0,1,0.0350986383582268,0.0350986383582268
867013860,1,0,1,-0.3395767773175138,-0.3395767773175138
878445230,11,2,9,0.4740246297167101,0.6644765189736089
935065722,19,6,13,0.26522276194330424,0.8280373567786123
939605614,22,3,19,-0.02497387758035765,-0.05587096772235798
939834965,4,1,3,0.08316290103630869,0.6965980122340253
939899657,8,2,6,0.1777227219271289,-0.172801727200244
948782675,1,0,1,-0.08291339743820281,-0.08291339743820281
949605178,1,0,1,-0.07949634597712008,-0.07949634597712008
949778945,3,0,3,-0.027649566978509437,-0.027649566978509437
950026418,1,0,1,-0.7597427497234377,-0.7597427497234377
951572027,1,0,1,-1.1453716688689295,-1.1453716688689295
953933029,2,0,2,-0.09597861968535826,-0.09597861968535826
954222611,1,0,1,0.09944719382369449,0.09944719382369449
954481198,2,0,2,-0.018088799411444256,-0.018088799411444256
954522055,2,0,2,-0.3326571318588416,-0.3326571318588416
956167274,1,0,1,0.8967753585978628,0.8967753585978628
956169525,1,0,1,-0.21303894063129425,-0.21303894063129425
958679320,3,0,3,-0.06078686375396547,-0.06078686375396547
958921366,2,0,2,-0.3847931626151515,-0.3847931626151515
959960921,1,0,1,0.0077382358256299355,0.0077382358256299355
961922235,1,0,1,1.2650011179761016,1.2650011179761016
964152562,2,0,2,-0.02153853322241539,-0.02153853322241539
968107336,1,0,1,-0.44949560164058733,-0.44949560164058733
973407030,2,0,2,-0.6685624540924886,-0.6685624540924886
974242995,2,0,2,-0.17067824571084922,-0.17067824571084922
980793020,1,0,1,-0.3335691874243709,-0.3335691874243709
987865228,2,0,2,0.12187733769646014,0.12187733769646014
989348608,1,0,1,-0.7520045138978064,-0.7520045138978064
994333001,1,0,1,-0.02959091859980667,-0.02959091859980667
994565363,1,0,1,-0.07175811015149014,-0.07175811015149014
997264920,1,0,1,0.05612844666946204,0.05612844666946204
997289810,1,0,1,-0.8692972158868408,-0.8692972158868408
998294180,2,0,2,0.4426396871116084,0.4426396871116084
998300365,5,2,3,-0.7605460565096541,-1.4015174796527485
1000350108,2,0,2,-0.4359998215311818,-0.4359998215311818
1000436987,1,0,1,-0.40869546235846643,-0.40869546235846643
1004157220,3,0,3,0.19832380467268976,0.19832380467268976
1009887141,1,0,1,0.06548579122628562,0.06548579122628562
1022014385,2,0,2,0.457472385805761,0.457472385805761
1022238602,2,0,2,-0.3377107680286957,-0.3377107680286957
1041544707,3,1,2,0.4139197412722824,-0.2365456108991768
1044110177,1,0,1,-0.6108573301089062,-0.6108573301089062
1055924553,6,1,5,0.047468081526824836,-0.16427321615936244
1057039358,2,1,1,-0.2999143912443636,-0.9632228934191729
1059891476,1,0,1,-2.0870001786751886,-2.0870001786751886
1062263846,1,0,1,-0.9669219329725052,-0.9669219329725052
1062263890,2,0,2,0.12228237186901803,0.12228237186901803
1062263904,1,0,1,0.02634307957408799,0.02634307957408799
1072855280,1,1,0,1.3993163258206458,
1073332987,5,0,5,-0.06085514720143807,-0.06085514720143807
1099276408,1,0,1,-0.08960361831682917,-0.08960361831682917
1155312104,1,0,1,0.6102030093735098,0.6102030093735098
1158983628,2,0,2,-1.516474505299242,-1.516474505299242
1248868342,2,0,2,0.7023048631201836,0.7023048631201836
1258105118,1,0,1,1.0199993104082985,1.0199993104082985
1292733028,6,1,5,0.4292189566311775,-0.08082544052754766
1296685797,17,5,12,-0.07551224953821109,0.36194191255665475
1358303505,7,0,7,-0.07170620974956757,-0.07170620974956757
1392108840,6,1,5,-0.2748160777153033,-0.053278666074387894
1392108946,3,0,3,0.01916506662041184,0.01916506662041184
1392110536,1,1,0,-1.8100296618863003,
1392110550,3,2,1,-0.7690355817449864,-0.3947952953664613
1392110596,1,1,0,-2.0424275578532667,
1392110641,1,1,0,-1.6280381361493605,
1392110676,1,1,0,-1.8114557530659416,
1392110758,1,1,0,-1.8754874241239587,
1392111650,1,1,0,-1.7158704144765848,
1392112125,1,1,0,-2.2313475564551877,
1392112139,1,1,0,-1.7551764835539625,
1392115226,15,3,12,-0.24121628361734077,-0.06912095587271908
1392116822,37,3,34,-0.07316144431148269,-0.0018826869609624135
1392123240,7,2,5,-0.007231691272621957,0.3599749153206431
1392138525,13,2,11,-0.0034609715246564344,-0.08349275156141968
1392141981,8,1,7,0.36819833253884454,0.522291685521186
1392169660,19,3,16,-0.09622381716644259,-0.25682605711581674
1392196069,2,0,2,0.29915097406828495,0.29915097406828495
1392197125,12,2,10,-0.03643088098490684,-0.04539735360054298
1392690295,2,0,2,0.04044233852160006,0.04044233852160006
1393720360,8,1,7,-0.11335580213312035,-0.2188881988819435
1394306061,2,1,1,0.3478503598748983,-0.11748757262208409
1394373887,19,5,14,0.11414530736249388,-0.00716594017402442
1396969100,4,0,4,-0.3231173408995712,-0.3231173408995712
1396977510,1,0,1,-0.21512113862370308,-0.21512113862370308
1397145929,6,1,5,0.13314697841959827,0.43942849967338227
1402214430,1,0,1,0.13358381745968884,0.13358381745968884
1402841148,5,0,5,0.06556247784994218,0.06556247784994218
1409081993,6,2,4,0.15226246773079258,-0.4801351793909514
1411192451,5,1,4,-0.02909198723586113,0.12367291015460163
1417253430,6,0,6,0.2123490128968375,0.2123490128968375
1418361337,6,1,5,-0.12190670797197604,-0.5012094743434605
1419043042,4,0,4,0.06878397778791279,0.06878397778791279
1421425549,6,3,3,0.3025436042420812,-0.09740204860160769
1443536413,1,1,0,-0.3726582505537088,
1449709188,1,1,0,-0.4629283531156374,
1449709315,1,1,0,-0.3391715591323279,
1449710829,1,1,0,-0.37649042958919465,
1449710839,1,1,0,-0.3408966162078513,
1449710843,1,1,0,-0.41538642905417467,
1449710885,1,1,0,-0.332391325576761,
1449710888,1,1,0,-0.3592260852953022,
1449711005,1,1,0,-0.5003678410095085,
1449719953,1,1,0,-0.30127349103854284,
1449719968,1,1,0,-0.5284206371933813,
1449727511,1,1,0,-0.26650838417489164,
1449727643,1,1,0,-0.5537828339448712,
1449727652,1,1,0,-0.28836999079546644,
1449729868,1,1,0,-0.40706220718041597,
1449729994,1,1,0,-0.18471943369847876,
1449730189,1,1,0,-0.3794207376692933,
1449733727,1,1,0,-0.10320843654317713,
1449735396,1,1,0,-0.3920004226541587,
1449736642,1,1,0,-0.3710290798293632,
1449737409,1,1,0,-0.2174001834053878,
1449739750,1,1,0,-0.26416799059870955,
1449740560,1,1,0,-0.3136646594902128,
1449741224,1,1,0,-0.3832984629014604,
1449746136,1,1,0,-0.45150129499847824,
1449747111,1,1,0,-0.28006500931936285,
1449747344,1,1,0,-0.5807211998233854,
1449747357,1,1,0,-0.10732407915268505,
1449747475,1,1,0,-0.428185467576222,
1449748258,1,1,0,-0.4305627427188452,
1449751546,1,1,0,-0.42137877574339067,
1449751589,1,1,0,-0.4069698321135773,
1449751719,1,1,0,-0.4504540019630121,
1449758577,1,1,0,-0.5510762724633154,
1449758747,1,1,0,-0.710859515229739,
1449759604,1,1,0,-0.5880969673957668,
1449759754,1,1,0,-0.48405498019039417,
1449783045,1,1,0,-0.646792500996396,
1449784607,1,1,0,-0.2564603644070702,
1449800511,1,1,0,-0.21004497318097437,
1449814248,1,1,0,-0.5616257867597219,
1449814274,1,1,0,-0.37109381018778054,
1449814364,1,1,0,-0.4645694268612184,
1449814752,1,1,0,-0.3216153508828974,
1449815684,1,1,0,-0.35428228243910853,
1449848094,1,1,0,-0.20013392447543632,
1449863490,1,1,0,-0.40053948005702456,
1449878775,1,1,0,-0.2288170516734409,
1449879505,1,1,0,-0.160263431906994,
1449879875,1,1,0,-0.3965331127219103,
1449880254,1,1,0,-0.3564725449895614,
1449880779,1,1,0,-0.2290236916885502,
1449881750,1,1,0,-0.4426107532961414,
1449887314,1,1,0,-0.49687683597570853,
1449889807,1,1,0,-0.21733787778325642,
1449891244,1,1,0,-0.146671016902872,
1449938569,1,1,0,-0.5326180937703131,
1449950362,1,1,0,-0.48282587357334994,
1450174776,1,1,0,0.05170089663541577,
1451434617,9,0,9,-0.5577828307034163,-0.5577828307034163
1454509976,1,0,1,-2.380672076974595,-2.380672076974595
1457691200,1,1,0,0.8725967761290552,
1459247515,2,0,2,-0.7181878739094021,-0.7181878739094021
1459461633,1,0,1,0.04047400766445097,0.04047400766445097
1471493368,1,0,1,0.45733427342532407,0.45733427342532407
1474315510,4,0,4,0.039765654861996014,0.039765654861996014
1477948338,3,1,2,0.1596088872877326,0.004199243273250053
1515874322,2,0,2,0.07078340749512502,0.07078340749512502
1521226476,1,0,1,-0.44922389647398386,-0.44922389647398386
1524189631,1,0,1,0.0836233565697091,0.0836233565697091
1529429154,2,0,2,0.2088923192007235,0.2088923192007235
1567817484,15,0,15,-0.10067940347273331,-0.10067940347273331
1568356470,6,0,6,-0.2925404445373873,-0.2925404445373873
1582744143,2,0,2,0.028064223334731242,0.028064223334731242
