a_id,group,n_days,real_post_lag,real_post_ccf,real_pre_ccf,real_responder,null_post_ccf_0,null_responder_0,null_post_ccf_1,null_responder_1,null_post_ccf_2,null_responder_2,null_post_ccf_3,null_responder_3,null_post_ccf_4,null_responder_4,null_post_ccf_5,null_responder_5,null_post_ccf_6,null_responder_6,null_post_ccf_7,null_responder_7,null_post_ccf_8,null_responder_8,null_post_ccf_9,null_responder_9
42547,bot,358,2,0.07440309331432929,-0.06557557209775818,True,-0.042029919804112054,True,0.09641102613901296,False,0.05931782311326516,False,0.10370874476607882,False,0.06618475267874281,False,0.27198800761848657,False,0.18396221619656639,True,0.0867492047929833,True,-0.04111567444046175,False,0.06870057701723861,False
42655,bot,783,9,-0.07454625480423165,-0.0821943876475423,False,0.0471930448676585,True,0.04708792231939229,True,0.04719304486765849,True,-0.03554110629724661,False,-0.03569132257878114,False,-0.03567497687304904,False,-0.06570138624337861,False,-0.03569132257878114,False,-0.11012056157218172,True,-0.09529406875657075,False
42803,bot,114,4,0.20710104522633924,-0.17156566122007658,True,0.15325197917767575,False,0.3181586919308965,True,0.31008983316588845,True,0.3046689528970655,True,0.3053921790296311,True,0.15470103379854222,False,0.20119012574777334,False,0.15600459330611224,False,0.32105102615048875,True,0.3147874873021458,True
42838,bot,471,11,0.29432825817401614,0.18134336324611341,True,0.058712586722395446,True,-0.023999939565309117,False,-0.024049526217303555,False,-0.023900766261320244,False,-0.024049526217303555,False,-0.024049526217303555,False,0.03478000986446921,False,-0.024049526217303555,False,-0.02404952621730357,False,-0.023999939565309113,False
42924,bot,936,8,0.12718669960209664,0.13552975546895712,False,-0.05483544356476696,True,-0.05499990227215254,True,-0.053056300848622284,False,-0.052699577409397964,True,0.11107134015361188,False,0.12409718770499988,True,-0.0548939659164903,True,-0.05370994764181645,False,0.05289377099678236,False,-0.055245100026830314,True
42965,bot,307,8,-0.06295508511267932,0.16082672006823864,False,0.07069303443815665,False,0.2064835302667858,True,-0.06007758173289122,False,0.07489228899687284,False,0.15039710057144087,True,0.060848171992953594,False,0.06876342798233424,False,0.08150359834905513,True,0.08544527986485957,False,0.05161689468420263,False
42986,bot,431,14,0.20602326160546927,0.062046143654320526,True,-0.04206331456438732,True,-0.04221537960116179,True,0.1732003352310065,True,-0.04206331456438732,True,-0.04206331456438732,True,0.06710909122992122,False,-0.04187036358014702,False,-0.04206518718099759,True,-0.042215379601161805,True,-0.04206331456438732,True
43003,bot,360,2,0.2965187013914043,0.29706586602428375,False,-0.01522035707188968,False,0.2961117399723697,True,0.05435342762724529,True,-0.011224735866823845,False,0.08893683926729565,False,0.08852987784826129,True,0.05414994691772803,True,0.03718381023293052,False,-0.015220357071889682,False,0.1408526528692745,False
43075,bot,137,11,0.10975590608667758,0.11875320983884881,False,0.1273867725761026,True,0.23785423440111894,True,0.1535024769264799,False,0.23547131946263303,True,0.12774853045766157,False,0.1276010064485518,False,0.2145320076515495,True,0.1281665655783863,True,0.20849219850651593,True,0.21141283564241486,True
43187,bot,260,3,-0.04081443439232295,-0.04252150199048095,False,-0.04252150199048095,True,0.042648111675718504,False,-0.042521501990480964,True,-0.04252150199048095,True,-0.04252150199048095,False,-0.042521501990480964,False,0.09587029624979607,True,-0.042521501990480944,False,0.14400657389858812,True,0.042958487602656324,False
43430,bot,88,1,-0.2523985127142826,-0.3249861816573084,False,0.1841105482091753,False,0.2708644693721499,True,0.27618780559549844,True,-0.2784447558536824,True,0.23210625265069204,True,0.2725994576075869,True,-0.21255240538386,True,-0.21255240538386,True,-0.12955255233264965,False,0.3594052367685018,True
43731,bot,494,2,0.2922349076738377,0.22952098452125783,True,-0.025261814334984915,True,-0.025261814334984926,True,-0.025261814334984926,True,0.22798552833310057,False,0.29170761984316024,True,-0.025261814334984926,True,-0.025261814334984926,True,0.049576644431975514,False,-0.025261814334984915,True,-0.025261814334984922,True
43878,bot,322,13,0.11152774077312502,0.058163248335128724,True,0.3056599017730568,True,-0.02440700851918366,False,0.32962447078177853,True,0.058751593700457586,False,0.3140508363189169,True,0.06033960335287288,False,0.1182155397459781,False,0.28960209277783633,True,0.03280589844453383,False,-0.023802891204754352,False
43998,bot,162,3,-0.1923533653018769,0.17478551760517805,True,0.26018006780978903,True,0.21713705655543267,True,0.2637720030650599,True,-0.10682470241734231,True,0.2658597958915259,True,-0.10896492868866452,True,0.23608326719556202,True,0.21887959605783122,True,0.2197050925671168,False,-0.11003980169983833,True
44042,bot,248,12,-0.13857530383502578,-0.10794150733255557,True,0.26031312346672675,False,0.4489488470170173,True,-0.1291529613063457,False,-0.13868888246976716,True,-0.13780654108869028,True,0.2917585287486621,False,-0.1301423093979504,True,-0.10193052382955795,False,0.31605773238781554,True,-0.12970113870741193,False
